t_s,R75,s.1,R77,s.2,R78,s.3,R80,s.4,R81,s.5,R83,s.6,R92,s.7,R98,s.8,R100,s.9,R102,s.10,R105,s.11,R114,s.12,R117,s.13,R120,s.14,R121,s.15,R122,s.16,R124,s.17,R125,s.18,R126,s.19,R127,s.20,R128,s.21,R129
7740.0,-0.162137314677238,7740.0,-0.166442021727562,7740.0,-0.17530146241188,7740.0,-0.0929495841264725,7740.0,-0.134840399026871,7740.0,-0.154731079936028,7740.0,-0.13467626273632,7740.0,-0.134191900491714,7740.0,-0.146504506468773,7740.0,-0.0539884567260742,7740.0,-0.1511060744524,7740.0,-0.156426340341568,7740.0,-0.145254418253899,7740.0,-0.0621838569641113,7740.0,-0.0952855125069618,7740.0,-0.103098012506962,7740.0,-0.154637336730957,7740.0,-0.114418409764767,7740.0,-0.0194961559027433,7740.0,-0.035121250897646,7740.0,-0.056816577911377,7740.0,-0.0772463828325272
7750.0,-0.162113860249519,7750.0,-0.166426375508308,7750.0,-0.175270184874535,7750.0,-0.0928714796900749,7750.0,-0.13481692969799,7750.0,-0.154699802398682,7750.0,-0.134652808308601,7750.0,-0.134145066142082,7750.0,-0.1464654058218,7750.0,-0.0539650917053223,7750.0,-0.15101233124733,7750.0,-0.156402975320816,7750.0,-0.145254418253899,7750.0,-0.0621603988111019,7750.0,-0.0952933356165886,7750.0,-0.103113651275635,7750.0,-0.154652878642082,7750.0,-0.114426232874393,7750.0,-0.0196211822330952,7750.0,-0.0350899696350098,7750.0,-0.0568713210523129,7750.0,-0.0772385597229004
7760.0,-0.162082672119141,7760.0,-0.166403010487556,7760.0,-0.175238892436028,7760.0,-0.0927855521440506,7760.0,-0.134801298379898,7760.0,-0.154660701751709,7760.0,-0.134637266397476,7760.0,-0.134098157286644,7760.0,-0.146426305174828,7760.0,-0.0539416335523129,7760.0,-0.150918588042259,7760.0,-0.156379505991936,7760.0,-0.145270064473152,7760.0,-0.0621447563171387,7760.0,-0.0953011512756348,7760.0,-0.103121474385262,7760.0,-0.154652878642082,7760.0,-0.11443405598402,7760.0,-0.0197539329528809,7760.0,-0.0350586883723736,7760.0,-0.0569181442260742,7760.0,-0.0772229209542274
7770.0,-0.162043571472168,7770.0,-0.166387364268303,7770.0,-0.17520771920681,7770.0,-0.0927073508501053,7770.0,-0.134777829051018,7770.0,-0.15462951362133,7770.0,-0.134613797068596,7770.0,-0.134051322937012,7770.0,-0.146387293934822,7770.0,-0.0539181716740131,7770.0,-0.150817021727562,7770.0,-0.15634822845459,7770.0,-0.145270064473152,7770.0,-0.0621212981641293,7770.0,-0.0953011512756348,7770.0,-0.103137113153934,7770.0,-0.154660701751709,7770.0,-0.11443405598402,7770.0,-0.0197773929685354,7770.0,-0.0350275039672852,7770.0,-0.0569572448730469,7770.0,-0.0772072821855545
7780.0,-0.162020117044449,7780.0,-0.166363909840584,7780.0,-0.175176426768303,7780.0,-0.0926292464137077,7780.0,-0.134762197732925,7780.0,-0.154598236083984,7780.0,-0.134598165750504,7780.0,-0.134004399180412,7780.0,-0.146348193287849,7780.0,-0.0538947097957134,7780.0,-0.15072326362133,7780.0,-0.156324774026871,7780.0,-0.145277887582779,7780.0,-0.062105655670166,7780.0,-0.0953089743852615,7780.0,-0.103144936263561,7780.0,-0.154660701751709,7780.0,-0.11443405598402,7780.0,-0.0195430759340525,7780.0,-0.0349884033203125,7780.0,-0.057004164904356,7780.0,-0.0771917328238487
7790.0,-0.16198892891407,7790.0,-0.16634826362133,7790.0,-0.175145149230957,7790.0,-0.0925433188676834,7790.0,-0.1347466558218,7790.0,-0.154543593525887,7790.0,-0.134574696421623,7790.0,-0.133957579731941,7790.0,-0.146309182047844,7790.0,-0.0538790710270405,7790.0,-0.15062952041626,7790.0,-0.156301409006119,7790.0,-0.145285710692406,7790.0,-0.0620901100337505,7790.0,-0.0953167900443077,7790.0,-0.103152751922607,7790.0,-0.154660701751709,7790.0,-0.114449694752693,7790.0,-0.0195977222174406,7790.0,-0.0349649451673031,7790.0,-0.0570509918034077,7790.0,-0.0771839171648026
7800.0,-0.161965474486351,7800.0,-0.166324809193611,7800.0,-0.175113961100578,7800.0,-0.0924652144312859,7800.0,-0.134731009602547,7800.0,-0.154520139098167,7800.0,-0.134559065103531,7800.0,-0.133910655975342,7800.0,-0.146277904510498,7800.0,-0.053863525390625,7800.0,-0.150543496012688,7800.0,-0.156277939677238,7800.0,-0.145301342010498,7800.0,-0.0620744712650776,7800.0,-0.0953246131539345,7800.0,-0.10316839069128,7800.0,-0.154668524861336,7800.0,-0.114480875432491,7800.0,-0.0197071079164743,7800.0,-0.0349337570369244,7800.0,-0.0570900924503803,7800.0,-0.0771760940551758
7810.0,-0.161934182047844,7810.0,-0.166309267282486,7810.0,-0.175082683563232,7810.0,-0.0923949256539345,7810.0,-0.134707555174828,7810.0,-0.154496669769287,7810.0,-0.134543523192406,7810.0,-0.133871555328369,7810.0,-0.146238803863525,7810.0,-0.0538400672376156,7810.0,-0.150449752807617,7810.0,-0.156246662139893,7810.0,-0.145309165120125,7810.0,-0.0620666518807411,7810.0,-0.0953324362635612,7810.0,-0.103183940052986,7810.0,-0.154676347970963,7810.0,-0.114504337310791,7810.0,-0.0198008548468351,7810.0,-0.0349024794995785,7810.0,-0.0571290962398052,7810.0,-0.0771682783961296
7820.0,-0.161910727620125,7820.0,-0.166293621063232,7820.0,-0.175051406025887,7820.0,-0.0923167243599892,7820.0,-0.134691908955574,7820.0,-0.154473215341568,7820.0,-0.134520053863525,7820.0,-0.133824735879898,7820.0,-0.146207615733147,7820.0,-0.0538244247436523,7820.0,-0.150363832712173,7820.0,-0.1562310308218,7820.0,-0.145316988229752,7820.0,-0.0620666518807411,7820.0,-0.0953401550650597,7820.0,-0.103191755712032,7820.0,-0.154676347970963,7820.0,-0.114527799189091,7820.0,-0.0196601878851652,7820.0,-0.0348711982369423,7820.0,-0.0571681968867779,7820.0,-0.0771604552865028
7830.0,-0.161887362599373,7830.0,-0.166270166635513,7830.0,-0.175028041005135,7830.0,-0.0922386199235916,7830.0,-0.13467626273632,7830.0,-0.154457569122314,7830.0,-0.134504422545433,7830.0,-0.133785635232925,7830.0,-0.146168515086174,7830.0,-0.0538087859749794,7830.0,-0.150277897715569,7830.0,-0.156207665801048,7830.0,-0.145324811339378,7830.0,-0.0620666518807411,7830.0,-0.0953479781746864,7830.0,-0.103207401931286,7830.0,-0.154684171080589,7830.0,-0.114543437957764,7830.0,-0.0196133609861135,7830.0,-0.0348400138318539,7830.0,-0.0572150237858295,7830.0,-0.0771526321768761
7840.0,-0.161863908171654,7840.0,-0.16625452041626,7840.0,-0.175004586577415,7840.0,-0.0921683311462402,7840.0,-0.134660631418228,7840.0,-0.154434204101563,7840.0,-0.13448877632618,7840.0,-0.133738800883293,7840.0,-0.146137237548828,7840.0,-0.0537931434810162,7840.0,-0.150191977620125,7840.0,-0.156184196472168,7840.0,-0.145332619547844,7840.0,-0.0620666518807411,7840.0,-0.0953558012843132,7840.0,-0.103215217590332,7840.0,-0.154684171080589,7840.0,-0.114558987319469,7840.0,-0.0196914672851563,7840.0,-0.0348165519535542,7840.0,-0.0572463050484657,7840.0,-0.0771369934082031
7850.0,-0.161840438842773,7850.0,-0.166238889098167,7850.0,-0.174973294138908,7850.0,-0.0920902267098427,7850.0,-0.134645089507103,7850.0,-0.154410749673843,7850.0,-0.134473130106926,7850.0,-0.13369970023632,7850.0,-0.146106049418449,7850.0,-0.0537775047123432,7850.0,-0.150098234415054,7850.0,-0.156160742044449,7850.0,-0.145340353250504,7850.0,-0.0620744712650776,7850.0,-0.0953714400529861,7850.0,-0.103230856359005,7850.0,-0.154684171080589,7850.0,-0.114574626088142,7850.0,-0.0196290016174316,7850.0,-0.034785270690918,7850.0,-0.0572854056954384,7850.0,-0.077129177749157
7860.0,-0.161816984415054,7860.0,-0.166223242878914,7860.0,-0.174942120909691,7860.0,-0.0920198485255241,7860.0,-0.134629443287849,7860.0,-0.154387280344963,7860.0,-0.134457498788834,7860.0,-0.133652880787849,7860.0,-0.146074771881104,7860.0,-0.0537697784602642,7860.0,-0.150020122528076,7860.0,-0.156137272715569,7860.0,-0.145355984568596,7860.0,-0.0620822906494141,7860.0,-0.0953792557120323,7860.0,-0.103246502578259,7860.0,-0.154691979289055,7860.0,-0.114590264856815,7860.0,-0.0195664409548044,7860.0,-0.0347618125379086,7860.0,-0.0573244094848633,7860.0,-0.077129177749157
7870.0,-0.161793619394302,7870.0,-0.166207700967789,7870.0,-0.174910828471184,7870.0,-0.0919495597481728,7870.0,-0.134613797068596,7870.0,-0.154363825917244,7870.0,-0.134434133768082,7870.0,-0.133613780140877,7870.0,-0.146035671234131,7870.0,-0.0537541396915913,7870.0,-0.149934202432632,7870.0,-0.156121641397476,7870.0,-0.145363807678223,7870.0,-0.0620822906494141,7870.0,-0.0953949019312859,7870.0,-0.103254318237305,7870.0,-0.154691979289055,7870.0,-0.114605903625488,7870.0,-0.0195742603391409,7870.0,-0.0347306244075298,7870.0,-0.0573635101318359,7870.0,-0.077129177749157
7880.0,-0.161770150065422,7880.0,-0.166192054748535,7880.0,-0.174887374043465,7880.0,-0.0918792709708214,7880.0,-0.134598165750504,7880.0,-0.154340460896492,7880.0,-0.134426310658455,7880.0,-0.133574679493904,7880.0,-0.146012306213379,7880.0,-0.0537463203072548,7880.0,-0.14984817802906,7880.0,-0.156098276376724,7880.0,-0.145371630787849,7880.0,-0.0620979331433773,7880.0,-0.095402717590332,7880.0,-0.103269957005978,7880.0,-0.154691979289055,7880.0,-0.114613726735115,7880.0,-0.0193945895880461,7880.0,-0.0346993468701839,7880.0,-0.0573947913944721,7880.0,-0.0771213546395302
7890.0,-0.161746695637703,7890.0,-0.166176423430443,7890.0,-0.174856096506119,7890.0,-0.0918167158961296,7890.0,-0.13458251953125,7890.0,-0.154317006468773,7890.0,-0.134402856230736,7890.0,-0.133527860045433,7890.0,-0.145981028676033,7890.0,-0.0537385009229183,7890.0,-0.149770066142082,7890.0,-0.156074807047844,7890.0,-0.145387277007103,7890.0,-0.062105655670166,7890.0,-0.095418356359005,7890.0,-0.103285506367683,7890.0,-0.154691979289055,7890.0,-0.114637188613415,7890.0,-0.019378948956728,7890.0,-0.0346758849918842,7890.0,-0.057433795183897,7890.0,-0.0771135315299034
7900.0,-0.161723241209984,7900.0,-0.166160777211189,7900.0,-0.174832731485367,7900.0,-0.0917464271187782,7900.0,-0.134566888213158,7900.0,-0.154293537139893,7900.0,-0.134387210011482,7900.0,-0.13348875939846,7900.0,-0.145949751138687,7900.0,-0.0537306778132915,7900.0,-0.149684146046638,7900.0,-0.156059175729752,7900.0,-0.145395085215569,7900.0,-0.0621134750545025,7900.0,-0.0954261794686317,7900.0,-0.10329332202673,7900.0,-0.154699802398682,7900.0,-0.11465273052454,7900.0,-0.0195117946714163,7900.0,-0.0346524231135845,7900.0,-0.0574728958308697,7900.0,-0.0771135315299034
7910.0,-0.161699876189232,7910.0,-0.166145130991936,7910.0,-0.174809262156487,7910.0,-0.0916761383414268,7910.0,-0.134551331400871,7910.0,-0.154270082712173,7910.0,-0.134371563792229,7910.0,-0.133449748158455,7910.0,-0.145918563008308,7910.0,-0.0537228584289551,7910.0,-0.14960603415966,7910.0,-0.156035706400871,7910.0,-0.145402908325195,7910.0,-0.0621212981641293,7910.0,-0.0954417213797569,7910.0,-0.103308968245983,7910.0,-0.154707625508308,7910.0,-0.11467619240284,7910.0,-0.0197071079164743,7910.0,-0.0346290580928326,7910.0,-0.0575119033455849,7910.0,-0.0771057158708572
7920.0,-0.161684229969978,7920.0,-0.166129499673843,7920.0,-0.174785807728767,7920.0,-0.0916135832667351,7920.0,-0.134535700082779,7920.0,-0.154254540801048,7920.0,-0.134363755583763,7920.0,-0.133410647511482,7920.0,-0.145887285470963,7920.0,-0.0537150390446186,7920.0,-0.149527937173843,7920.0,-0.156020164489746,7920.0,-0.145410731434822,7920.0,-0.0621369369328022,7920.0,-0.0954573675990105,7920.0,-0.103316783905029,7920.0,-0.154707625508308,7920.0,-0.114691831171513,7920.0,-0.0198321342468262,7920.0,-0.0346055999398232,7920.0,-0.0575510039925575,7920.0,-0.0771057158708572
7930.0,-0.161660775542259,7930.0,-0.166113957762718,7930.0,-0.174762353301048,7930.0,-0.0915511175990105,7930.0,-0.134520053863525,7930.0,-0.154231071472168,7930.0,-0.134348198771477,7930.0,-0.133371636271477,7930.0,-0.145863816142082,7930.0,-0.0537072196602821,7930.0,-0.149449825286865,7930.0,-0.155996710062027,7930.0,-0.145418554544449,7930.0,-0.0621447563171387,7930.0,-0.0954651832580566,7930.0,-0.103332422673702,7930.0,-0.154715448617935,7930.0,-0.114707469940186,7930.0,-0.0198554992675781,7930.0,-0.0345821380615234,7930.0,-0.0575822852551937,7930.0,-0.0770979896187782
7940.0,-0.161637306213379,7940.0,-0.166098311543465,7940.0,-0.174738988280296,7940.0,-0.0914886519312859,7940.0,-0.134504422545433,7940.0,-0.154207617044449,7940.0,-0.134332567453384,7940.0,-0.133324727416039,7940.0,-0.145832538604736,7940.0,-0.0536994002759457,7940.0,-0.14937162399292,7940.0,-0.155981063842773,7940.0,-0.145426377654076,7940.0,-0.0621603988111019,7940.0,-0.0954808220267296,7940.0,-0.103348068892956,7940.0,-0.154715448617935,7940.0,-0.114723108708858,7940.0,-0.0198321342468262,7940.0,-0.034558679908514,7940.0,-0.0576134696602821,7940.0,-0.0770901665091515
7950.0,-0.161621674895287,7950.0,-0.166090488433838,7950.0,-0.174723342061043,7950.0,-0.0914260894060135,7950.0,-0.134496599435806,7950.0,-0.154191970825195,7950.0,-0.134316921234131,7950.0,-0.133293434977531,7950.0,-0.145809173583984,7950.0,-0.0536994002759457,7950.0,-0.149293527007103,7950.0,-0.155957609415054,7950.0,-0.145434185862541,7950.0,-0.0621682181954384,7950.0,-0.0954964682459831,7950.0,-0.103355884552002,7950.0,-0.154715448617935,7950.0,-0.114738754928112,7950.0,-0.0198945999145508,7950.0,-0.0345431342720985,7950.0,-0.0576447509229183,7950.0,-0.0770823508501053
7960.0,-0.161598309874535,7960.0,-0.166074857115746,7960.0,-0.174699887633324,7960.0,-0.0913636237382889,7960.0,-0.134480953216553,7960.0,-0.154168516397476,7960.0,-0.134301289916039,7960.0,-0.13324661552906,7960.0,-0.145777896046638,7960.0,-0.0536994002759457,7960.0,-0.149215415120125,7960.0,-0.155941963195801,7960.0,-0.145449742674828,7960.0,-0.0621760375797749,7960.0,-0.0955121070146561,7960.0,-0.103371523320675,7960.0,-0.154723271727562,7960.0,-0.114746570587158,7960.0,-0.0199492461979389,7960.0,-0.0345196723937988,7960.0,-0.057683851569891,7960.0,-0.0770823508501053
7970.0,-0.161582663655281,7970.0,-0.166059210896492,7970.0,-0.17468424141407,7970.0,-0.0913011580705643,7970.0,-0.13446532189846,7970.0,-0.154152974486351,7970.0,-0.134285643696785,7970.0,-0.133207514882088,7970.0,-0.145754441618919,7970.0,-0.0536994002759457,7970.0,-0.149137303233147,7970.0,-0.155918598175049,7970.0,-0.145457550883293,7970.0,-0.0621916763484478,7970.0,-0.095527745783329,7970.0,-0.103387072682381,7970.0,-0.154723271727562,7970.0,-0.114754296839237,7970.0,-0.0198789592832327,7970.0,-0.0344962142407894,7970.0,-0.0577072165906429,7970.0,-0.0770667120814323
7980.0,-0.161559209227562,7980.0,-0.166051387786865,7980.0,-0.174660786986351,7980.0,-0.0912385955452919,7980.0,-0.134449765086174,7980.0,-0.154129505157471,7980.0,-0.134269997477531,7980.0,-0.133176326751709,7980.0,-0.145723253488541,7980.0,-0.0536994002759457,7980.0,-0.149066925048828,7980.0,-0.155902966856956,7980.0,-0.14546537399292,7980.0,-0.0621994994580746,7980.0,-0.0955432876944542,7980.0,-0.103394888341427,7980.0,-0.154723271727562,7980.0,-0.114762119948864,7980.0,-0.0198399554938078,7980.0,-0.0344727523624897,7980.0,-0.0577463172376156,7980.0,-0.0770588889718056
7990.0,-0.161543563008308,7990.0,-0.166035756468773,7990.0,-0.174645230174065,7990.0,-0.0911761298775673,7990.0,-0.134434133768082,7990.0,-0.154106050729752,7990.0,-0.134254455566406,7990.0,-0.133137226104736,7990.0,-0.14569978415966,7990.0,-0.0536994002759457,7990.0,-0.148988828063011,7990.0,-0.155887320637703,7990.0,-0.145473197102547,7990.0,-0.0622072219848633,7990.0,-0.0955589339137077,7990.0,-0.10341053456068,7990.0,-0.154731079936028,7990.0,-0.11476993560791,7990.0,-0.0198945999145508,7990.0,-0.0344571135938168,7990.0,-0.0577775947749615,7990.0,-0.0770588889718056
8000.0,-0.161520108580589,8000.0,-0.166027933359146,8000.0,-0.174621775746346,8000.0,-0.0911136642098427,8000.0,-0.134426310658455,8000.0,-0.154090404510498,8000.0,-0.134246632456779,8000.0,-0.133098125457764,8000.0,-0.145676329731941,8000.0,-0.0536994002759457,8000.0,-0.148910716176033,8000.0,-0.155863866209984,8000.0,-0.145481020212173,8000.0,-0.0622150413691998,8000.0,-0.0955667495727539,8000.0,-0.103418350219727,8000.0,-0.154731079936028,8000.0,-0.114777758717537,8000.0,-0.0199415218085051,8000.0,-0.0344337485730648,8000.0,-0.0578087829053402,8000.0,-0.0770510658621788
8010.0,-0.161504551768303,8010.0,-0.166012391448021,8010.0,-0.174606129527092,8010.0,-0.0910511016845703,8010.0,-0.134410664439201,8010.0,-0.154059216380119,8010.0,-0.134231001138687,8010.0,-0.133059129118919,8010.0,-0.145652875304222,8010.0,-0.0537150390446186,8010.0,-0.148840427398682,8010.0,-0.15584821999073,8010.0,-0.1454888433218,8010.0,-0.062230683863163,8010.0,-0.0955823883414268,8010.0,-0.1034339889884,8010.0,-0.154731079936028,8010.0,-0.114785574376583,8010.0,-0.0199492461979389,8010.0,-0.0344102866947651,8010.0,-0.0578400604426861,8010.0,-0.0770510658621788
8020.0,-0.161488920450211,8020.0,-0.166004568338394,8020.0,-0.174582675099373,8020.0,-0.0909886360168457,8020.0,-0.134395033121109,8020.0,-0.1540357619524,8020.0,-0.134215354919434,8020.0,-0.133020028471947,8020.0,-0.145621687173843,8020.0,-0.0537228584289551,8020.0,-0.148770049214363,8020.0,-0.155824854969978,8020.0,-0.145496651530266,8020.0,-0.0622385032474995,8020.0,-0.0956058502197266,8020.0,-0.103449635207653,8020.0,-0.154731079936028,8020.0,-0.11479339748621,8020.0,-0.0199492461979389,8020.0,-0.0343946479260921,8020.0,-0.0578635223209858,8020.0,-0.0770432502031326
8030.0,-0.16146545112133,8030.0,-0.165988922119141,8030.0,-0.174567028880119,8030.0,-0.0909260734915733,8030.0,-0.134387210011482,8030.0,-0.154012307524681,8030.0,-0.134207531809807,8030.0,-0.13298873603344,8030.0,-0.145598217844963,8030.0,-0.0537385009229183,8030.0,-0.148699760437012,8030.0,-0.155809208750725,8030.0,-0.145504474639893,8030.0,-0.0622385032474995,8030.0,-0.0956136733293533,8030.0,-0.103457450866699,8030.0,-0.154731079936028,8030.0,-0.114809036254883,8030.0,-0.019996166229248,8030.0,-0.0343711860477924,8030.0,-0.0578947067260742,8030.0,-0.0770432502031326
8040.0,-0.161449819803238,8040.0,-0.165981099009514,8040.0,-0.174551486968994,8040.0,-0.0908636078238487,8040.0,-0.134371563792229,8040.0,-0.153988838195801,8040.0,-0.134191900491714,8040.0,-0.132949739694595,8040.0,-0.145574763417244,8040.0,-0.0537463203072548,8040.0,-0.14862947165966,8040.0,-0.155793577432632,8040.0,-0.145512297749519,8040.0,-0.0622463226318359,8040.0,-0.0956293120980263,8040.0,-0.103473089635372,8040.0,-0.154738903045654,8040.0,-0.114824675023556,8040.0,-0.0199727062135935,8040.0,-0.034355640411377,8040.0,-0.0579181686043739,8040.0,-0.0770432502031326
8050.0,-0.161434173583984,8050.0,-0.165965467691422,8050.0,-0.174528032541275,8050.0,-0.0908011421561241,8050.0,-0.134356021881104,8050.0,-0.153965383768082,8050.0,-0.134176254272461,8050.0,-0.132910639047623,8050.0,-0.145543485879898,8050.0,-0.0537697784602642,8050.0,-0.14855919778347,8050.0,-0.155777931213379,8050.0,-0.145520120859146,8050.0,-0.0622541420161724,8050.0,-0.0956448540091515,8050.0,-0.103480815887451,8050.0,-0.154738903045654,8050.0,-0.114840321242809,8050.0,-0.0200977325439453,8050.0,-0.0343321822583675,8050.0,-0.0579494498670101,8050.0,-0.0770432502031326
8060.0,-0.161418542265892,8060.0,-0.165957644581795,8060.0,-0.174512386322021,8060.0,-0.0907385870814323,8060.0,-0.134348198771477,8060.0,-0.15394201874733,8060.0,-0.134160712361336,8060.0,-0.132879450917244,8060.0,-0.145527943968773,8060.0,-0.0537931434810162,8060.0,-0.14848880469799,8060.0,-0.155762299895287,8060.0,-0.145527943968773,8060.0,-0.0622619651257992,8060.0,-0.095660500228405,8060.0,-0.103496454656124,8060.0,-0.154738903045654,8060.0,-0.114832498133183,8060.0,-0.0201211925595999,8060.0,-0.0343165397644043,8060.0,-0.057980727404356,8060.0,-0.0770354270935059
8070.0,-0.161402985453606,8070.0,-0.165941998362541,8070.0,-0.174496755003929,8070.0,-0.0906839370727539,8070.0,-0.134332567453384,8070.0,-0.153918549418449,8070.0,-0.134152889251709,8070.0,-0.132840350270271,8070.0,-0.145496651530266,8070.0,-0.0538166053593159,8070.0,-0.1484185308218,8070.0,-0.155738830566406,8070.0,-0.145535662770271,8070.0,-0.0622697845101357,8070.0,-0.0956761389970779,8070.0,-0.103504277765751,8070.0,-0.154738903045654,8070.0,-0.114848040044308,8070.0,-0.0200352668762207,8070.0,-0.0343009009957314,8070.0,-0.058004092425108,8070.0,-0.0770354270935059
8080.0,-0.161387354135513,8080.0,-0.165934190154076,8080.0,-0.174481108784676,8080.0,-0.0906214714050293,8080.0,-0.134324744343758,8080.0,-0.15389509499073,8080.0,-0.134137257933617,8080.0,-0.132801249623299,8080.0,-0.145473197102547,8080.0,-0.0538400672376156,8080.0,-0.148348242044449,8080.0,-0.155723288655281,8080.0,-0.145543485879898,8080.0,-0.0622854232788086,8080.0,-0.0956917777657509,8080.0,-0.103519916534424,8080.0,-0.154738903045654,8080.0,-0.114855863153934,8080.0,-0.0201211925595999,8080.0,-0.0342774391174316,8080.0,-0.0580275543034077,8080.0,-0.0770276114344597
8090.0,-0.16137170791626,8090.0,-0.165918633341789,8090.0,-0.174465462565422,8090.0,-0.0905589088797569,8090.0,-0.134309098124504,8090.0,-0.153871640563011,8090.0,-0.13412943482399,8090.0,-0.13277006149292,8090.0,-0.145449742674828,8090.0,-0.053863525390625,8090.0,-0.148277953267097,8090.0,-0.155707642436028,8090.0,-0.145551308989525,8090.0,-0.0622932426631451,8090.0,-0.0957074165344238,8090.0,-0.103535555303097,8090.0,-0.154738903045654,8090.0,-0.114871501922607,8090.0,-0.0201055537909269,8090.0,-0.0342696197330952,8090.0,-0.0580588355660439,8090.0,-0.0770276114344597
8100.0,-0.161356076598167,8100.0,-0.165910825133324,8100.0,-0.174449920654297,8100.0,-0.0905042663216591,8100.0,-0.134301289916039,8100.0,-0.153848275542259,8100.0,-0.134113788604736,8100.0,-0.132730960845947,8100.0,-0.145434185862541,8100.0,-0.053886890411377,8100.0,-0.148215398192406,8100.0,-0.155699834227562,8100.0,-0.145551308989525,8100.0,-0.0623087882995605,8100.0,-0.0957230553030968,8100.0,-0.10355120152235,8100.0,-0.154746726155281,8100.0,-0.11488714069128,8100.0,-0.0201836582273245,8100.0,-0.0342462547123432,8100.0,-0.0580900199711323,8100.0,-0.0770276114344597
8110.0,-0.161340430378914,8110.0,-0.165903002023697,8110.0,-0.174434289336205,8110.0,-0.0904417037963867,8110.0,-0.134293466806412,8110.0,-0.153832629323006,8110.0,-0.13410596549511,8110.0,-0.132699683308601,8110.0,-0.145410731434822,8110.0,-0.0539181716740131,8110.0,-0.148145109415054,8110.0,-0.155684188008308,8110.0,-0.145551308989525,8110.0,-0.0623322501778603,8110.0,-0.0957386046648026,8110.0,-0.103559017181396,8110.0,-0.154746726155281,8110.0,-0.114894963800907,8110.0,-0.0202071201056242,8110.0,-0.0342306159436703,8110.0,-0.058113481849432,8110.0,-0.0770276114344597
8120.0,-0.16132478415966,8120.0,-0.16589517891407,8120.0,-0.174418643116951,8120.0,-0.0903870612382889,8120.0,-0.134277820587158,8120.0,-0.153809174895287,8120.0,-0.134090334177017,8120.0,-0.132660672068596,8120.0,-0.145387277007103,8120.0,-0.0539338104426861,8120.0,-0.148082539439201,8120.0,-0.155660733580589,8120.0,-0.145551308989525,8120.0,-0.0623478889465332,8120.0,-0.0957542434334755,8120.0,-0.103574566543102,8120.0,-0.154746726155281,8120.0,-0.114902786910534,8120.0,-0.0201992988586426,8120.0,-0.034214973449707,8120.0,-0.0581447593867779,8120.0,-0.0770197883248329
8130.0,-0.161309242248535,8130.0,-0.165879532694817,8130.0,-0.174402996897697,8130.0,-0.0903245955705643,8130.0,-0.134269997477531,8130.0,-0.153785705566406,8130.0,-0.13408251106739,8130.0,-0.13262939453125,8130.0,-0.145371630787849,8130.0,-0.0539572723209858,8130.0,-0.148012265563011,8130.0,-0.155645087361336,8130.0,-0.14555911719799,8130.0,-0.0623635314404964,8130.0,-0.0957698822021484,8130.0,-0.103582382202148,8130.0,-0.154746726155281,8130.0,-0.114918425679207,8130.0,-0.020355511456728,8130.0,-0.0341993346810341,8130.0,-0.0581682212650776,8130.0,-0.0770119652152061
8140.0,-0.161293610930443,8140.0,-0.165871724486351,8140.0,-0.174387365579605,8140.0,-0.0902620330452919,8140.0,-0.134254455566406,8140.0,-0.153770074248314,8140.0,-0.134066864848137,8140.0,-0.132598116993904,8140.0,-0.14534817636013,8140.0,-0.0539806373417377,8140.0,-0.147949799895287,8140.0,-0.155629545450211,8140.0,-0.145566940307617,8140.0,-0.0623869895935059,8140.0,-0.0957855209708214,8140.0,-0.103598020970821,8140.0,-0.154746726155281,8140.0,-0.114926241338253,8140.0,-0.0203633308410645,8140.0,-0.0341915152966976,8140.0,-0.0581915862858295,8140.0,-0.0770119652152061
8150.0,-0.161285787820816,8150.0,-0.165863901376724,8150.0,-0.174379542469978,8150.0,-0.0902073904871941,8150.0,-0.134246632456779,8150.0,-0.153746709227562,8150.0,-0.134059146046638,8150.0,-0.132566928863525,8150.0,-0.145332619547844,8150.0,-0.0540040992200375,8150.0,-0.147887229919434,8150.0,-0.155613899230957,8150.0,-0.145566940307617,8150.0,-0.0624025352299213,8150.0,-0.0958089828491211,8150.0,-0.103613667190075,8150.0,-0.154754444956779,8150.0,-0.114941887557507,8150.0,-0.0203008651733398,8150.0,-0.0341758728027344,8150.0,-0.0582228675484657,8150.0,-0.0770119652152061
8160.0,-0.161262318491936,8160.0,-0.165856078267097,8160.0,-0.174363896250725,8160.0,-0.0901448279619217,8160.0,-0.134231001138687,8160.0,-0.153715416789055,8160.0,-0.134051322937012,8160.0,-0.132527828216553,8160.0,-0.145309165120125,8160.0,-0.0540275573730469,8160.0,-0.147824764251709,8160.0,-0.155598267912865,8160.0,-0.145566940307617,8160.0,-0.0624181739985943,8160.0,-0.0958168059587479,8160.0,-0.103621482849121,8160.0,-0.154754444956779,8160.0,-0.114949606359005,8160.0,-0.0203008651733398,8160.0,-0.0341603271663189,8160.0,-0.0582463257014751,8160.0,-0.0770119652152061
