t_s,R75,s.1,R77,s.2,R78,s.3,R80,s.4,R81,s.5,R83,s.6,R92,s.7,R98,s.8,R100,s.9,R102,s.10,R105,s.11,R114,s.12,R117,s.13,R120,s.14,R121,s.15,R122,s.16,R124,s.17,R125,s.18,R126,s.19,R127,s.20,R128,s.21,R129
430.0,-0.0135743143036962,430.0,-0.0393556617200375,430.0,-0.0162539482116699,430.0,-0.0252617839723825,430.0,-0.0026758194435387,430.0,-0.0172383319586515,430.0,0.025269603356719,430.0,0.0176524166017771,430.0,0.000667953514494,430.0,0.0135664939880371,430.0,-0.000238323220401,430.0,-0.0337149612605572,430.0,-0.0039336206391453,430.0,0.0411524772644043,430.0,0.0313321128487587,430.0,0.0214492809027433,430.0,-0.0406993888318539,430.0,-0.0055976868607103,430.0,-0.0247617717832327,430.0,0.108652785420418,430.0,0.118855953216553,430.0,0.100426197052002
440.0,-0.0136054996401072,440.0,-0.0393712036311626,440.0,-0.0164179801940918,440.0,-0.0251290332525969,440.0,-0.0025898932944983,440.0,-0.017066478729248,440.0,0.0255899429321289,440.0,0.017636775970459,440.0,0.0005352020380087,440.0,0.0132774356752634,440.0,-0.0005039215320721,440.0,-0.0335431098937988,440.0,-0.0037304877769202,440.0,0.0409181602299213,440.0,0.0313243865966797,440.0,0.021699333563447,440.0,-0.040644645690918,440.0,-0.0055742263793945,440.0,-0.0246602054685354,440.0,0.108410552144051,440.0,0.118754386901855,440.0,0.100090220570564
450.0,-0.0136367799714208,450.0,-0.0393868461251259,450.0,-0.0165664684027433,450.0,-0.0249961856752634,450.0,-0.002488326979801,450.0,-0.0168946273624897,450.0,0.0259102825075388,450.0,0.017636775970459,450.0,0.000402355188271,450.0,0.0129961017519236,450.0,-0.0005663871997967,450.0,-0.0333789847791195,450.0,-0.0035351754631847,450.0,0.0406837463378906,450.0,0.0313321128487587,450.0,0.021949291229248,450.0,-0.0405821800231934,450.0,-0.0055585862137377,450.0,-0.0245821010321379,450.0,0.108176231384277,450.0,0.118645004928112,450.0,0.0997620597481728
460.0,-0.0136757856234908,460.0,-0.0394103042781353,460.0,-0.0167148597538471,460.0,-0.024878978729248,460.0,-0.0023945809807628,460.0,-0.0167148597538471,460.0,0.0261837001889944,460.0,0.0176289565861225,460.0,0.0002773285086732,460.0,0.0127305034548044,460.0,-0.0007148743025027,460.0,-0.0332930572330952,460.0,-0.0033398629166185,460.0,0.0404337905347347,460.0,0.0313399322330952,460.0,0.0221915245056152,460.0,-0.0405430793762207,460.0,-0.0055429460480809,460.0,-0.0242774020880461,460.0,0.107941821217537,460.0,0.118543438613415,460.0,0.0994261726737022
470.0,-0.0136992456391454,470.0,-0.0394103042781353,470.0,-0.0168633460998535,470.0,-0.0247617717832327,470.0,-0.0023163796868175,470.0,-0.0165430065244436,470.0,0.0264649391174316,470.0,0.0176211353391409,470.0,0.0001679420529399,470.0,0.0124649051576853,470.0,-0.0008554458618164,470.0,-0.0331055633723736,470.0,-0.0031601905357092,470.0,0.0401915572583675,470.0,0.0313477516174316,470.0,0.0224336627870798,470.0,-0.0404962562024593,470.0,-0.0055195810273289,470.0,-0.0241368301212788,470.0,0.107715226709843,470.0,0.118434049189091,470.0,0.0990980193018913
480.0,-0.0137461666017771,480.0,-0.0394103042781353,480.0,-0.0170273780822754,480.0,-0.0246602054685354,480.0,-0.0022226334549486,480.0,-0.0163633357733488,480.0,0.0267461780458689,480.0,0.0176133159548044,480.0,5.85556044825353e-05,480.0,0.0121993068605661,480.0,-0.0009804725414142,480.0,-0.0328868888318539,480.0,-0.0029960633255541,480.0,0.0399259589612484,480.0,0.0313477516174316,480.0,0.0226837154477835,480.0,-0.0404415130615234,480.0,-0.0054961205460131,480.0,-0.0241914745420218,480.0,0.107496552169323,480.0,0.118324659764767,480.0,0.0987699553370476
490.0,-0.0138008119538426,490.0,-0.0394259467720985,490.0,-0.0171680450439453,490.0,-0.0245586391538382,490.0,-0.0021445273887366,490.0,-0.0161993037909269,490.0,0.0270118713378906,490.0,0.0176054965704679,490.0,-4.30107138527092e-05,490.0,0.0119179729372263,490.0,-0.0011366844410076,490.0,-0.032832145690918,490.0,-0.0028320313431322,490.0,0.0396602638065815,490.0,0.0313555710017681,490.0,0.02291021309793,490.0,-0.040410328656435,490.0,-0.005488300230354,490.0,-0.0242695808410645,490.0,0.107269957661629,490.0,0.118215277791023,490.0,0.0984339714050293
500.0,-0.0138399126008153,500.0,-0.0394259467720985,500.0,-0.0173242576420307,500.0,-0.0244570728391409,500.0,-0.0020586014725267,500.0,-0.0160429961979389,500.0,0.0273086559027433,500.0,0.0175977703183889,500.0,-0.0001444816589355,500.0,0.0116680143401027,500.0,-0.0012617111206054,500.0,-0.0327462218701839,500.0,-0.0026601792778819,500.0,0.0393868461251259,500.0,0.0313633941113949,500.0,0.0231368076056242,500.0,-0.0403555892407894,500.0,-0.0054726600646972,500.0,-0.0245509147644043,500.0,0.107043363153934,500.0,0.118105888366699,500.0,0.0981058105826378
510.0,-0.0139023782685399,510.0,-0.0394415855407715,510.0,-0.0174649246037006,510.0,-0.0243633277714252,510.0,-0.0019726753234863,510.0,-0.0158867835998535,510.0,0.0275821685791016,510.0,0.0175977703183889,510.0,-0.0002460479736328,510.0,0.0114180566743016,510.0,-0.0013710976345464,510.0,-0.0326915755867958,510.0,-0.002511692000553,510.0,0.0391134284436703,510.0,0.0313712134957314,510.0,0.0233477596193552,510.0,-0.0403009429574013,510.0,-0.0054570198990404,510.0,-0.0245742797851563,510.0,0.10681676864624,510.0,0.117996506392956,510.0,0.097777746617794
520.0,-0.0139649389311671,520.0,-0.039457131177187,520.0,-0.0176211353391409,520.0,-0.0242852214723825,520.0,-0.0018945693736895,520.0,-0.0157461166381836,520.0,0.0278399474918842,520.0,0.017582131549716,520.0,-0.0003397941763978,520.0,0.0111836437135935,520.0,-0.0014961243141442,520.0,-0.032621193677187,520.0,-0.0023554803337901,520.0,0.0388478301465511,520.0,0.0313712134957314,520.0,0.0235508922487497,520.0,-0.0402540229260921,520.0,-0.0054413797333836,520.0,-0.0247071273624897,520.0,0.106598094105721,520.0,0.117879390716553,520.0,0.0974495932459831
530.0,-0.0140586858615279,530.0,-0.0394962318241596,530.0,-0.0177696235477924,530.0,-0.0241992957890034,530.0,-0.0018398285610601,530.0,-0.0156055456027389,530.0,0.0280743595212698,530.0,0.017582131549716,530.0,-0.0004258155822753,530.0,0.0109336851164699,530.0,-0.0016210556495934,530.0,-0.0323712341487408,530.0,-0.0022069930564612,530.0,0.0385431312024593,530.0,0.0313790328800678,530.0,0.0237462054938078,530.0,-0.0402071960270405,530.0,-0.0054336548782885,530.0,-0.0249337200075388,530.0,0.106379322707653,530.0,0.117770008742809,530.0,0.0971214324235916
540.0,-0.014136791229248,540.0,-0.0395196937024593,540.0,-0.0179180148988962,540.0,-0.0241211894899607,540.0,-0.0017617226112633,540.0,-0.0154883386567235,540.0,0.0283086784183979,540.0,0.0175743103027344,540.0,-0.0005195617559365,540.0,0.0106992721557617,540.0,-0.0017460823291912,540.0,-0.0324884429574013,540.0,-0.0020742416381835,540.0,0.038261890411377,540.0,0.0313790328800678,540.0,0.0239258762449026,540.0,-0.0401602759957314,540.0,-0.0054180147126317,540.0,-0.025214958935976,540.0,0.106160543859005,540.0,0.117660619318485,540.0,0.0967933684587479
550.0,-0.0141992568969727,550.0,-0.0395353324711323,550.0,-0.0180743224918842,550.0,-0.0240509044378996,550.0,-0.0016757965786382,550.0,-0.0153554920107126,550.0,0.0285430904477835,550.0,0.0175586696714163,550.0,-0.0006054878467693,550.0,0.0104726795107126,550.0,-0.0018632889259606,550.0,-0.032472800463438,550.0,-0.0019335746765136,550.0,0.0379728339612484,550.0,0.0313790328800678,550.0,0.0241055488586426,550.0,-0.0401134490966797,550.0,-0.0054101943969726,550.0,-0.0252227783203125,550.0,0.105949595570564,550.0,0.117543414235115,550.0,0.0964652076363564
560.0,-0.0142617225646973,560.0,-0.0395353324711323,560.0,-0.018222713842988,560.0,-0.0239727031439543,560.0,-0.0015976906288415,560.0,-0.0152383809909225,560.0,0.0287540443241596,560.0,0.0175352096557617,560.0,-0.0007148743025027,560.0,0.0102383615449071,560.0,-0.0019648552406579,560.0,-0.032410241663456,560.0,-0.0018163680797442,560.0,0.037691593170166,560.0,0.0313946716487408,560.0,0.0242852214723825,560.0,-0.040074348449707,560.0,-0.0053867339156568,560.0,-0.0249649044126272,560.0,0.105738639831543,560.0,0.117434024810791,560.0,0.0961370468139648
570.0,-0.014308643527329,570.0,-0.0395353324711323,570.0,-0.0183789264410734,570.0,-0.0239102374762297,570.0,-0.0015117645962163,570.0,-0.015105533413589,570.0,0.0289493557065725,570.0,0.0175195690244436,570.0,-0.0007695198291912,570.0,0.010011768899858,570.0,-0.0020742416381835,570.0,-0.0323086753487587,570.0,-0.001691436744295,570.0,0.0374025367200375,570.0,0.031410314142704,570.0,0.0244571696966887,570.0,-0.0400275252759457,570.0,-0.005378914065659,570.0,-0.0251133926212788,570.0,0.105527780950069,570.0,0.117316819727421,570.0,0.0958089828491211
580.0,-0.0143789295107126,580.0,-0.0395431518554688,580.0,-0.0185195934027433,580.0,-0.0238399505615234,580.0,-0.0014179230201989,580.0,-0.0149726867675781,580.0,0.0291055683046579,580.0,0.0175039302557707,580.0,-0.0008319854969158,580.0,0.0097851753234863,580.0,-0.0021836280357092,580.0,-0.0321524627506733,580.0,-0.0015742302639409,580.0,0.0371133796870708,580.0,0.031433679163456,580.0,0.0246212016791105,580.0,-0.039988424628973,580.0,-0.0053632739000022,580.0,-0.0253008846193552,580.0,0.105316832661629,580.0,0.117207527160645,580.0,0.0954730063676834
590.0,-0.0144414901733398,590.0,-0.0395509712398052,590.0,-0.0186602603644133,590.0,-0.0237773898988962,590.0,-0.0013398170704022,590.0,-0.0148399351164699,590.0,0.0292852409183979,590.0,0.0174962040036917,590.0,-0.0009023666498251,590.0,0.0095742223784327,590.0,-0.0022851943504065,590.0,-0.0320352576673031,590.0,-0.0014570236671716,590.0,0.0368165969848633,590.0,0.0314571373164654,590.0,0.0247930530458689,590.0,-0.0399493239820004,590.0,-0.0053554535843431,590.0,-0.0256212241947651,590.0,0.105105876922607,590.0,0.117082498967648,590.0,0.0951526686549187
600.0,-0.0145039558410645,600.0,-0.0395899787545204,600.0,-0.0188164710998535,600.0,-0.0237227436155081,600.0,-0.0012695313198491,600.0,-0.014714908786118,600.0,0.0294024478644133,600.0,0.0174805652350187,600.0,-0.0009648323175497,600.0,0.0093633653596043,600.0,-0.0023945809807628,600.0,-0.0319962501525879,600.0,-0.0013476371532306,600.0,0.036527443677187,600.0,0.0314727798104286,600.0,0.0249649044126272,600.0,-0.0399103164672852,600.0,-0.0053476332686841,600.0,-0.0256993304938078,600.0,0.104894928634167,600.0,0.116965293884277,600.0,0.0948324203491211
610.0,-0.0145820621401072,610.0,-0.0396056175231934,610.0,-0.0189649593085051,610.0,-0.0236680991947651,610.0,-0.0011914253700524,610.0,-0.0145977018401027,610.0,0.0295040141791105,610.0,0.0174649246037006,610.0,-0.001027298043482,610.0,0.0091524124145507,610.0,-0.0024960518348962,610.0,-0.0318634025752544,610.0,-0.0012382507557049,610.0,0.0362305641174316,610.0,0.0314805991947651,610.0,0.0251446720212698,610.0,-0.0398712158203125,610.0,-0.0053398134186863,610.0,-0.025785256177187,610.0,0.104691796004772,610.0,0.11684026569128,610.0,0.0945042595267296
620.0,-0.0146524431183934,620.0,-0.0396134369075298,620.0,-0.0191211700439453,620.0,-0.0236133579164743,620.0,-0.0011288643581792,620.0,-0.0144726755097508,620.0,0.0296680461615324,620.0,0.0174492839723825,620.0,-0.0010820388561114,620.0,0.0089492797851562,620.0,-0.0026054382324218,620.0,-0.0317618362605572,620.0,-0.001144504523836,620.0,0.0359415076673031,620.0,0.031496237963438,620.0,0.0253008846193552,620.0,-0.0398478507995605,620.0,-0.0053320885635912,620.0,-0.0258243568241596,620.0,0.104480840265751,620.0,0.116715334355831,620.0,0.0941839218139648
630.0,-0.014707088470459,630.0,-0.0396290794014931,630.0,-0.0192617420107126,630.0,-0.0235587116330862,630.0,-0.0010663986904546,630.0,-0.0143555644899607,630.0,0.0298165325075388,630.0,0.0174336433410645,630.0,-0.001144504523836,630.0,0.0087461471557617,630.0,-0.0026991844642907,630.0,-0.0316602699458599,630.0,-0.0010351181263104,630.0,0.0356524474918842,630.0,0.031496237963438,630.0,0.0254570972174406,630.0,-0.0397931113839149,630.0,-0.0053086280822753,630.0,-0.0249805450439453,630.0,0.104277707636356,630.0,0.116598129272461,630.0,0.0938636809587479
640.0,-0.0147695541381836,640.0,-0.039644718170166,640.0,-0.0194024089723825,640.0,-0.0235117916017771,640.0,-0.0009804725414142,640.0,-0.0142305372282863,640.0,0.0299571044743061,640.0,0.017402458935976,640.0,-0.0011992454528808,640.0,0.0085351942107081,640.0,-0.0027852058410644,640.0,-0.0315508842468262,640.0,-0.0009491920354776,640.0,0.0353633873164654,640.0,0.031496237963438,640.0,0.0256134029477835,640.0,-0.0397462844848633,640.0,-0.0053008082322776,640.0,-0.0252617839723825,640.0,0.104066848754883,640.0,0.116473101079464,640.0,0.0935433432459831
650.0,-0.0148399351164699,650.0,-0.039668083190918,650.0,-0.0195508953183889,650.0,-0.023472785949707,650.0,-0.0009180069318972,650.0,-0.0141133312135935,650.0,0.030097771435976,650.0,0.0173946376889944,650.0,-0.0012695313198491,650.0,0.0083477022126317,650.0,-0.002917957259342,650.0,-0.0314493179321289,650.0,-0.0008554458618164,650.0,0.0350743308663368,650.0,0.0315040610730648,650.0,0.0257617961615324,650.0,-0.0397150032222271,650.0,-0.0052929879166185,650.0,-0.0257774349302053,650.0,0.103863716125488,650.0,0.116340257227421,650.0,0.0932229980826378
660.0,-0.0149024007841945,660.0,-0.0396915450692177,660.0,-0.0196992885321379,660.0,-0.0234258659183979,660.0,-0.0008398056379519,660.0,-0.0139961242675781,660.0,0.0302462577819824,660.0,0.0173789989203215,660.0,-0.0012929916847497,660.0,0.0081602102145552,660.0,-0.0029648782219737,660.0,-0.0313009284436703,660.0,-0.000746059406083,660.0,0.034785270690918,660.0,0.0315040610730648,660.0,0.0259181018918753,660.0,-0.039668083190918,660.0,-0.0052773477509617,660.0,-0.0255586635321379,660.0,0.103660583496094,660.0,0.116207502782345,660.0,0.092902660369873
670.0,-0.0149570470675826,670.0,-0.0396993644535542,670.0,-0.0198477748781443,670.0,-0.0233945846557617,670.0,-0.0007773399702273,670.0,-0.0138867376372218,670.0,0.0303790103644133,670.0,0.0173711776733398,670.0,-0.0013398170704022,670.0,0.0079727172851562,670.0,-0.0030429840553551,670.0,-0.031215000897646,670.0,-0.0006444930913858,670.0,0.0345040336251259,670.0,0.0315040610730648,670.0,0.0260743144899607,670.0,-0.0396212600171566,670.0,-0.0052617075853049,670.0,-0.0257227905094624,670.0,0.103457450866699,670.0,0.116082482039928,670.0,0.0925824195146561
680.0,-0.0150352483615279,680.0,-0.0397306457161903,680.0,-0.0199883468449116,680.0,-0.0233555790036917,680.0,-0.0007148743025027,680.0,-0.0137773519381881,680.0,0.0305040366947651,680.0,0.0173477176576853,680.0,-0.0013789177173748,680.0,0.0077774049714207,680.0,-0.0031289102043956,680.0,-0.031128978356719,680.0,-0.0005507469177246,680.0,0.034214973449707,680.0,0.0315040610730648,680.0,0.0262149814516306,680.0,-0.0395977981388569,680.0,-0.0052617075853049,680.0,-0.0255743023008108,680.0,0.103254318237305,680.0,0.115941815078259,680.0,0.0922620818018913
690.0,-0.0150977140292525,690.0,-0.0397462844848633,690.0,-0.020136833190918,690.0,-0.0233242996037006,690.0,-0.0006444930913858,690.0,-0.0136680603027344,690.0,0.0306212436407804,690.0,0.0173320770263672,690.0,-0.0014023780822753,690.0,0.007597732823342,690.0,-0.003207016037777,690.0,-0.0310430526733398,690.0,-0.0004570007440634,690.0,0.0339180938899517,690.0,0.031496237963438,690.0,0.0263555534183979,690.0,-0.0395586974918842,690.0,-0.0052538872696459,690.0,-0.0257071498781443,690.0,0.10305118560791,690.0,0.115809060633183,690.0,0.0919495597481728
700.0,-0.0151679990813136,700.0,-0.0397852919995785,700.0,-0.0202852245420218,700.0,-0.0232930183410645,700.0,-0.0005898475646972,700.0,-0.0135664939880371,700.0,0.0307384487241507,700.0,0.0173164363950491,700.0,-0.0014492034679278,700.0,0.0074179652146995,700.0,-0.0032851218711584,700.0,-0.0309884082525969,700.0,-0.0003710746823344,700.0,0.0336524955928326,700.0,0.0314884185791016,700.0,0.0264883991330862,700.0,-0.0395118705928326,700.0,-0.005238342564553,700.0,-0.0257071498781443,700.0,0.102848052978516,700.0,0.115668393671513,700.0,0.091629222035408
710.0,-0.0152305606752634,710.0,-0.0398087501525879,710.0,-0.0204414371401072,710.0,-0.023261833935976,710.0,-0.0005273818969726,710.0,-0.0134649276733398,710.0,0.0308477412909269,710.0,0.0173086170107126,710.0,-0.0013008117675781,710.0,0.0072382926009595,710.0,-0.0033555030822753,710.0,-0.0309181213378906,710.0,-0.0002929687616415,710.0,0.033379077911377,710.0,0.0314884185791016,710.0,0.0266289710998535,710.0,-0.0394805930554867,710.0,-0.0052305222488939,710.0,-0.025855541229248,710.0,0.102652743458748,710.0,0.115535639226437,710.0,0.0913167968392372
720.0,-0.015293026342988,720.0,-0.0398322120308876,720.0,-0.0205742847174406,720.0,-0.0232383739203215,720.0,-0.0004570007440634,720.0,-0.0133633613586426,720.0,0.0309727676212788,720.0,0.0172930713742971,720.0,-0.0013398170704022,720.0,0.0070664407685399,720.0,-0.0034336091484874,720.0,-0.0308868419378996,720.0,-0.0002070426999125,720.0,0.0331055633723736,720.0,0.0314884185791016,720.0,0.026761818677187,720.0,-0.0394415855407715,720.0,-0.0052227019332349,720.0,-0.0260977745056152,720.0,0.102449610829353,720.0,0.115387156605721,720.0,0.0910042747855186
730.0,-0.0153476716950536,730.0,-0.039863396435976,730.0,-0.0207149516791105,730.0,-0.0232070926576853,730.0,-0.0003945350763387,730.0,-0.0132696153596044,730.0,0.031074333935976,730.0,0.0172774326056242,730.0,-0.0013710976345464,730.0,0.0068945884704589,730.0,-0.003496074816212,730.0,-0.0309259425848722,730.0,-0.0001289367646677,730.0,0.032832145690918,730.0,0.0314805991947651,730.0,0.0268946643918753,730.0,-0.0394103042781353,730.0,-0.0051992419175803,730.0,-0.0263009071350098,730.0,0.102246478199959,730.0,0.115238763391972,730.0,0.0906917601823807
740.0,-0.0154102323576808,740.0,-0.039879035204649,740.0,-0.0208555217832327,740.0,-0.0231836326420307,740.0,-0.0003242492675781,740.0,-0.0131680490449071,740.0,0.0311915408819914,740.0,0.0172617919743061,740.0,-0.0014023780822753,740.0,0.0067304610274732,740.0,-0.0035742761101573,740.0,-0.0309571269899607,740.0,-5.07354743604083e-05,740.0,0.0325821898877621,740.0,0.0314805991947651,740.0,0.0270274169743061,740.0,-0.0393633842468262,740.0,-0.0051992419175803,740.0,-0.0265118610113859,740.0,0.102043345570564,740.0,0.115090273320675,740.0,0.0903792381286621
750.0,-0.0154414176940918,750.0,-0.0398868583142757,750.0,-0.0209961887449026,750.0,-0.0231602676212788,750.0,-0.000238323220401,750.0,-0.0130664827302098,750.0,0.0313009284436703,750.0,0.0172383319586515,750.0,-0.0014413833850994,750.0,0.0065664290450513,750.0,-0.0036757469642907,750.0,-0.0309571269899607,750.0,1.17301942736958e-05,750.0,0.0323164947330952,750.0,0.0314727798104286,750.0,0.0271446239203215,750.0,-0.0393321998417377,750.0,-0.0051914216019213,750.0,-0.0265040397644043,750.0,0.10184021294117,750.0,0.114949703216553,750.0,0.0900589004158974
760.0,-0.0154883386567235,760.0,-0.0399024970829487,760.0,-0.0211367607116699,760.0,-0.0231524463742971,760.0,-0.0001679420529399,760.0,-0.0129727367311716,760.0,0.0313946716487408,760.0,0.0172305107116699,760.0,-0.0014883041149005,760.0,0.0064023970626294,760.0,-0.0037304877769202,760.0,-0.0307618137449026,760.0,8.98361249710433e-05,760.0,0.0320587158203125,760.0,0.0314727798104286,760.0,0.0272696502506733,760.0,-0.0392930991947651,760.0,-0.0051836012862622,760.0,-0.0266056060791016,760.0,0.101637080311775,760.0,0.114801220595837,760.0,0.0897542983293533
770.0,-0.0155429840087891,770.0,-0.0399259589612484,770.0,-0.0212696082890034,770.0,-0.0231133457273245,770.0,-0.0001132965116994,770.0,-0.0128633501008153,770.0,0.031496237963438,770.0,0.0172226913273335,770.0,-0.0015273094177246,770.0,0.0062460899353027,770.0,-0.0038007737603038,770.0,-0.0307228099554777,770.0,0.0001523017854196,770.0,0.0318009369075298,770.0,0.0314649604260921,770.0,0.0273946765810251,770.0,-0.0392540954053402,770.0,-0.0051679611206054,770.0,-0.0263320934027433,770.0,0.101441763341427,770.0,0.114652827382088,770.0,0.0894495993852615
780.0,-0.0155977252870798,780.0,-0.0399571433663368,780.0,-0.0214179996401072,780.0,-0.0230977069586515,780.0,-6.63757309666835e-05,780.0,-0.0127696041017771,780.0,0.0315821655094624,780.0,0.0171915050595999,780.0,-0.0015585899818688,780.0,0.0060820579528808,780.0,-0.0039023400750011,780.0,-0.0307149887084961,780.0,0.0002226829528808,780.0,0.0315508842468262,780.0,0.0314571373164654,780.0,0.0275117885321379,780.0,-0.0392149947583675,780.0,-0.0051601412706077,780.0,-0.0260899551212788,780.0,0.101238630712032,780.0,0.114504337310791,780.0,0.089137077331543
790.0,-0.0156445503234863,790.0,-0.0399806015193462,790.0,-0.0215508472174406,790.0,-0.0230743419378996,790.0,-3.91006460631615e-06,790.0,-0.0126758581027389,790.0,0.0316759124398232,790.0,0.0171758662909269,790.0,-0.0015820503467693,790.0,0.0059180259704589,790.0,-0.0039414404891431,790.0,-0.0307618137449026,790.0,0.0002851486206054,790.0,0.0312931053340435,790.0,0.0314571373164654,790.0,0.0276289936155081,790.0,-0.0391680710017681,790.0,-0.0051523209549486,790.0,-0.0261445995420218,790.0,0.101043321192265,790.0,0.114348128437996,790.0,0.0888323783874512
800.0,-0.0157071109861135,800.0,-0.040004063397646,800.0,-0.0216915141791105,800.0,-0.0230587013065815,800.0,5.85556044825353e-05,800.0,-0.0125664714723825,800.0,0.0317618362605572,800.0,0.0171680450439453,800.0,-0.0015976906288415,800.0,0.0057695391587913,800.0,-0.0040039061568677,800.0,-0.030738353729248,800.0,0.0003398895205464,800.0,0.0310430526733398,800.0,0.0314493179321289,800.0,0.0277540218085051,800.0,-0.0391290672123432,800.0,-0.0051445006392896,800.0,-0.0261680614203215,800.0,0.10084018856287,800.0,0.114191822707653,800.0,0.0885198637843132
