t_s,R75,51,R77,53,R78,55,R80,57,R81,59,R83,61,R92,63,R98,65,R102,67,R103,69,R104,71,R105,73,R106,75,R99,77,R100,79,R101,81,R116,83,R117,85,R118,87,R119,89,R120,91,R121,93,R122,95,R123
12970,-0.163633346557617,12970,-0.166289329528809,12970,-0.0241794586181641,12970,-0.171054840087891,12970,-0.159961700439453,12970,-0.154492378234863,12970,-0.170195579528809,12970,-0.148164749145508,12970,-0.0700397491455078,12970,-0.0871486663818359,12970,-0.0297269821166992,12970,-0.148321151733398,12970,-0.0358200073242188,12970,-9.25671482086182,12970,-0.163476943969727,12970,-7.99585056304932,12970,-0.0246486663818359,12970,-5.62482595443726,12970,-0.0251169204711914,12970,-0.0597267150878906,12970,-0.168633460998535,12970,-0.0950393676757812,12970,-0.172930717468262,12970,-0.0711326599121094
12980,-0.163555145263672,12980,-0.166211128234863,12980,-0.0241794586181641,12980,-0.170977592468262,12980,-0.159961700439453,12980,-0.154492378234863,12980,-0.170195579528809,12980,-0.148164749145508,12980,-0.0701169967651367,12980,-0.0870704650878906,12980,-0.0297269821166992,12980,-0.148321151733398,12980,-0.0357427597045898,12980,-9.25866794586182,12980,-0.163398742675781,12980,-7.9981164932251,12980,-0.0245704650878906,12980,-5.61201333999634,12980,-0.0251169204711914,12980,-0.0597267150878906,12980,-0.16855525970459,12980,-0.0951175689697266,12980,-0.172930717468262,12980,-0.0711326599121094
12990,-0.163398742675781,12990,-0.166211128234863,12990,-0.0241794586181641,12990,-0.170899391174316,12990,-0.159883499145508,12990,-0.154492378234863,12990,-0.170195579528809,12990,-0.148242950439453,12990,-0.0701169967651367,12990,-0.0869922637939453,12990,-0.0297269821166992,12990,-0.148242950439453,12990,-0.0356645584106445,12990,-9.26085567474365,12990,-0.163320541381836,12990,-8.00085067749023,12990,-0.0245704650878906,12990,-5.60131025314331,12990,-0.0251169204711914,12990,-0.0598049163818359,12990,-0.168398857116699,12990,-0.0951175689697266,12990,-0.172852516174316,12990,-0.0712108612060547
13000,-0.163320541381836,13000,-0.166211128234863,13000,-0.0241012573242188,13000,-0.170899391174316,13000,-0.159883499145508,13000,-0.154570579528809,13000,-0.170195579528809,13000,-0.148242950439453,13000,-0.0702733993530273,13000,-0.0869140625,13000,-0.0298051834106445,13000,-0.148242950439453,13000,-0.0355863571166992,13000,-9.26327705383301,13000,-0.163242340087891,13000,-8.00366306304932,13000,-0.0245704650878906,13000,-5.58638858795166,13000,-0.0251169204711914,13000,-0.0598831176757812,13000,-0.168320655822754,13000,-0.0951175689697266,13000,-0.172852516174316,13000,-0.0712108612060547
13010,-0.163242340087891,13010,-0.166133880615234,13010,-0.0241012573242188,13010,-0.170821189880371,13010,-0.159883499145508,13010,-0.154570579528809,13010,-0.170195579528809,13010,-0.148321151733398,13010,-0.0703516006469727,13010,-0.0869140625,13010,-0.0298051834106445,13010,-0.148164749145508,13010,-0.0356645584106445,13010,-9.26577758789062,13010,-0.163242340087891,13010,-8.00678825378418,13010,-0.0245704650878906,13010,-5.57177877426147,13010,-0.0251169204711914,13010,-0.0598831176757812,13010,-0.168242454528809,13010,-0.0951175689697266,13010,-0.172852516174316,13010,-0.0712890625
13020,-0.163165092468262,13020,-0.166133880615234,13020,-0.0241012573242188,13020,-0.170742988586426,13020,-0.159883499145508,13020,-0.154570579528809,13020,-0.170273780822754,13020,-0.148321151733398,13020,-0.070429801940918,13020,-0.0869140625,13020,-0.0298051834106445,13020,-0.148164749145508,13020,-0.0362110137939453,13020,-9.26788711547852,13020,-0.163165092468262,13020,-8.00975704193115,13020,-0.0245704650878906,13020,-5.56131029129028,13020,-0.0251169204711914,13020,-0.0599613189697266,13020,-0.168087005615234,13020,-0.0951175689697266,13020,-0.172852516174316,13020,-0.0713672637939453
13030,-0.163086891174316,13030,-0.166133880615234,13030,-0.0241012573242188,13030,-0.17066478729248,13030,-0.159883499145508,13030,-0.154648780822754,13030,-0.170273780822754,13030,-0.148399353027344,13030,-0.0705080032348633,13030,-0.0868358612060547,13030,-0.0298051834106445,13030,-0.148086547851562,13030,-0.0361328125,13030,-9.27062129974365,13030,-0.163086891174316,13030,-8.01303863525391,13030,-0.0245704650878906,13030,-5.56873226165771,13030,-0.0251169204711914,13030,-0.0600395202636719,13030,-0.168008804321289,13030,-0.0951175689697266,13030,-0.172852516174316,13030,-0.0713672637939453
13040,-0.163008689880371,13040,-0.166133880615234,13040,-0.0241012573242188,13040,-0.170586585998535,13040,-0.159805297851562,13040,-0.154648780822754,13040,-0.170273780822754,13040,-0.148399353027344,13040,-0.0705862045288086,13040,-0.0868358612060547,13040,-0.0298051834106445,13040,-0.148008346557617,13040,-0.0358982086181641,13040,-9.27327728271484,13040,-0.163008689880371,13040,-8.01592826843262,13040,-0.0245704650878906,13040,-5.56951332092285,13040,-0.0251169204711914,13040,-0.0600395202636719,13040,-0.167930603027344,13040,-0.0951175689697266,13040,-0.172852516174316,13040,-0.0714454650878906
13050,-0.162930488586426,13050,-0.166055679321289,13050,-0.0241012573242188,13050,-0.170586585998535,13050,-0.159805297851562,13050,-0.154648780822754,13050,-0.170273780822754,13050,-0.148477554321289,13050,-0.0706644058227539,13050,-0.0867576599121094,13050,-0.0298051834106445,13050,-0.148008346557617,13050,-0.0357427597045898,13050,-9.27585506439209,13050,-0.162930488586426,13050,-8.01835060119629,13050,-0.0245704650878906,13050,-5.5676383972168,13050,-0.0251169204711914,13050,-0.0601177215576172,13050,-0.167852401733398,13050,-0.0951957702636719,13050,-0.172774314880371,13050,-0.0715236663818359
13060,-0.16285228729248,13060,-0.166055679321289,13060,-0.0241012573242188,13060,-0.17050838470459,13060,-0.159805297851562,13060,-0.154648780822754,13060,-0.170273780822754,13060,-0.148477554321289,13060,-0.0706644058227539,13060,-0.0867576599121094,13060,-0.0298051834106445,13060,-0.147930145263672,13060,-0.0355863571166992,13060,-9.27843379974365,13060,-0.16285228729248,13060,-8.02046012878418,13060,-0.0245704650878906,13060,-5.56998205184937,13060,-0.0251169204711914,13060,-0.0601959228515625,13060,-0.167695999145508,13060,-0.0951957702636719,13060,-0.172774314880371,13060,-0.0715236663818359
13070,-0.162774085998535,13070,-0.166055679321289,13070,-0.0241012573242188,13070,-0.170430183410645,13070,-0.159727096557617,13070,-0.154726982116699,13070,-0.170273780822754,13070,-0.148477554321289,13070,-0.0707426071166992,13070,-0.0866804122924805,13070,-0.0298051834106445,13070,-0.147930145263672,13070,-0.0354299545288086,13070,-9.2804651260376,13070,-0.162774085998535,13070,-8.02147579193115,13070,-0.0245704650878906,13070,-5.56709146499634,13070,-0.0251169204711914,13070,-0.0602731704711914,13070,-0.167539596557617,13070,-0.0951957702636719,13070,-0.172774314880371,13070,-0.0716018676757812
13080,-0.16269588470459,13080,-0.166055679321289,13080,-0.0241012573242188,13080,-0.170351982116699,13080,-0.159727096557617,13080,-0.154726982116699,13080,-0.170273780822754,13080,-0.148554801940918,13080,-0.0708208084106445,13080,-0.0866022109985352,13080,-0.0298824310302734,13080,-0.147851943969727,13080,-0.0353517532348633,13080,-9.2824182510376,13080,-0.162774085998535,13080,-8.0221004486084,13080,-0.0245704650878906,13080,-5.55849742889404,13080,-0.0251169204711914,13080,-0.0602731704711914,13080,-0.167461395263672,13080,-0.0951957702636719,13080,-0.172774314880371,13080,-0.0716018676757812
13090,-0.162617683410645,13090,-0.165977478027344,13090,-0.0240230560302734,13090,-0.170351982116699,13090,-0.159727096557617,13090,-0.154726982116699,13090,-0.170351982116699,13090,-0.148554801940918,13090,-0.0708990097045898,13090,-0.0866022109985352,13090,-0.0298051834106445,13090,-0.147851943969727,13090,-0.0353517532348633,13090,-9.28413677215576,13090,-0.16269588470459,13090,-8.02233505249023,13090,-0.0245704650878906,13090,-5.54912281036377,13090,-0.0251169204711914,13090,-0.0603513717651367,13090,-0.167304992675781,13090,-0.0951957702636719,13090,-0.172696113586426,13090,-0.0716800689697266
13100,-0.162539482116699,13100,-0.165977478027344,13100,-0.0240230560302734,13100,-0.170273780822754,13100,-0.159648895263672,13100,-0.154726982116699,13100,-0.170351982116699,13100,-0.148554801940918,13100,-0.0709772109985352,13100,-0.0865240097045898,13100,-0.0298051834106445,13100,-0.147773742675781,13100,-0.0354299545288086,13100,-9.28624629974365,13100,-0.162617683410645,13100,-8.02366352081299,13100,-0.0245704650878906,13100,-5.54802894592285,13100,-0.0251169204711914,13100,-0.060429573059082,13100,-0.167226791381836,13100,-0.0951957702636719,13100,-0.172696113586426,13100,-0.0717582702636719
13110,-0.162461280822754,13110,-0.165977478027344,13110,-0.0240230560302734,13110,-0.170195579528809,13110,-0.159648895263672,13110,-0.154726982116699,13110,-0.170351982116699,13110,-0.148633003234863,13110,-0.0710544586181641,13110,-0.0865240097045898,13110,-0.0298051834106445,13110,-0.147773742675781,13110,-0.0353517532348633,13110,-9.28812122344971,13110,-0.162539482116699,13110,-8.02444458007812,13110,-0.0245704650878906,13110,-5.54295063018799,13110,-0.0251169204711914,13110,-0.060429573059082,13110,-0.167148590087891,13110,-0.0951957702636719,13110,-0.172696113586426,13110,-0.0717582702636719
13120,-0.162304878234863,13120,-0.165977478027344,13120,-0.0240230560302734,13120,-0.170195579528809,13120,-0.159648895263672,13120,-0.154726982116699,13120,-0.170351982116699,13120,-0.148633003234863,13120,-0.0711326599121094,13120,-0.0864458084106445,13120,-0.0298051834106445,13120,-0.147695541381836,13120,-0.0353517532348633,13120,-9.29007434844971,13120,-0.162539482116699,13120,-8.02467918395996,13120,-0.0245704650878906,13120,-5.53998184204102,13120,-0.0251169204711914,13120,-0.0605077743530273,13120,-0.167071342468262,13120,-0.0951957702636719,13120,-0.172696113586426,13120,-0.0718364715576172
13130,-0.162226676940918,13130,-0.165977478027344,13130,-0.0240230560302734,13130,-0.170117378234863,13130,-0.159648895263672,13130,-0.154726982116699,13130,-0.170351982116699,13130,-0.148633003234863,13130,-0.0711326599121094,13130,-0.0864458084106445,13130,-0.0298051834106445,13130,-0.147695541381836,13130,-0.035273551940918,13130,-9.29171466827393,13130,-0.162461280822754,13130,-8.0249137878418,13130,-0.0246486663818359,13130,-5.53607559204102,13130,-0.0251169204711914,13130,-0.0605859756469727,13130,-0.166993141174316,13130,-0.0952739715576172,13130,-0.172696113586426,13130,-0.0718364715576172
13140,-0.162149429321289,13140,-0.165899276733398,13140,-0.0240230560302734,13140,-0.170040130615234,13140,-0.159570693969727,13140,-0.154726982116699,13140,-0.170351982116699,13140,-0.148711204528809,13140,-0.0712108612060547,13140,-0.0863676071166992,13140,-0.0298051834106445,13140,-0.147617340087891,13140,-0.035273551940918,13140,-9.29304313659668,13140,-0.162383079528809,13140,-8.02452278137207,13140,-0.0246486663818359,13140,-5.52138805389404,13140,-0.0251169204711914,13140,-0.0605859756469727,13140,-0.166836738586426,13140,-0.0952739715576172,13140,-0.17261791229248,13140,-0.0719146728515625
13150,-0.162071228027344,13150,-0.165899276733398,13150,-0.0240230560302734,13150,-0.170040130615234,13150,-0.159570693969727,13150,-0.154726982116699,13150,-0.170430183410645,13150,-0.148711204528809,13150,-0.0712890625,13150,-0.0863676071166992,13150,-0.0298051834106445,13150,-0.147617340087891,13150,-0.035273551940918,13150,-9.2946834564209,13150,-0.162304878234863,13150,-8.02413177490234,13150,-0.0246486663818359,13150,-5.51091909408569,13150,-0.0251169204711914,13150,-0.060664176940918,13150,-0.16675853729248,13150,-0.0952739715576172,13150,-0.17261791229248,13150,-0.0719146728515625
13160,-0.161993026733398,13160,-0.165899276733398,13160,-0.0240230560302734,13160,-0.169961929321289,13160,-0.159570693969727,13160,-0.154726982116699,13160,-0.170430183410645,13160,-0.148711204528809,13160,-0.0713672637939453,13160,-0.0862894058227539,13160,-0.0298051834106445,13160,-0.147539138793945,13160,-0.035273551940918,13160,-9.29593372344971,13160,-0.162304878234863,13160,-8.02374076843262,13160,-0.0246486663818359,13160,-5.50380992889404,13160,-0.0251169204711914,13160,-0.0607423782348633,13160,-0.166680335998535,13160,-0.0952739715576172,13160,-0.17261791229248,13160,-0.0719928741455078
13170,-0.161914825439453,13170,-0.165899276733398,13170,-0.0240230560302734,13170,-0.169961929321289,13170,-0.159570693969727,13170,-0.154726982116699,13170,-0.170430183410645,13170,-0.148711204528809,13170,-0.0714454650878906,13170,-0.0862894058227539,13170,-0.0298051834106445,13170,-0.147539138793945,13170,-0.0351953506469727,13170,-9.29694938659668,13170,-0.162226676940918,13170,-8.02303791046143,13170,-0.0246486663818359,13170,-5.49646615982056,13170,-0.0251169204711914,13170,-0.0607423782348633,13170,-0.16660213470459,13170,-0.0952739715576172,13170,-0.17261791229248,13170,-0.0719928741455078
13180,-0.161836624145508,13180,-0.165899276733398,13180,-0.0240230560302734,13180,-0.169883728027344,13180,-0.159492492675781,13180,-0.154726982116699,13180,-0.170430183410645,13180,-0.148789405822754,13180,-0.0714454650878906,13180,-0.0862112045288086,13180,-0.0297269821166992,13180,-0.147461891174316,13180,-0.0351953506469727,13180,-9.2980432510376,13180,-0.162149429321289,13180,-8.02217864990234,13180,-0.0246486663818359,13180,-5.49232530593872,13180,-0.0251169204711914,13180,-0.0608205795288086,13180,-0.166523933410645,13180,-0.0952739715576172,13180,-0.17261791229248,13180,-0.0720701217651367
13190,-0.161758422851562,13190,-0.165821075439453,13190,-0.0240230560302734,13190,-0.169883728027344,13190,-0.159492492675781,13190,-0.154726982116699,13190,-0.170430183410645,13190,-0.148789405822754,13190,-0.0715236663818359,13190,-0.0862112045288086,13190,-0.0297269821166992,13190,-0.147461891174316,13190,-0.0351953506469727,13190,-9.29913711547852,13190,-0.162149429321289,13190,-8.02092933654785,13190,-0.0247268676757812,13190,-5.48935651779175,13190,-0.0251169204711914,13190,-0.0608987808227539,13190,-0.166445732116699,13190,-0.0952739715576172,13190,-0.172539710998535,13190,-0.0720701217651367
13200,-0.161680221557617,13200,-0.165821075439453,13200,-0.0240230560302734,13200,-0.169805526733398,13200,-0.159492492675781,13200,-0.154726982116699,13200,-0.170430183410645,13200,-0.148789405822754,13200,-0.0716018676757812,13200,-0.0861330032348633,13200,-0.0297269821166992,13200,-0.147383689880371,13200,-0.0351171493530273,13200,-9.29983997344971,13200,-0.162071228027344,13200,-8.01913166046143,13200,-0.0247268676757812,13200,-5.47802877426147,13200,-0.0251169204711914,13200,-0.0608987808227539,13200,-0.166367530822754,13200,-0.0952739715576172,13200,-0.172539710998535,13200,-0.072148323059082
13210,-0.161602020263672,13210,-0.165821075439453,13210,-0.0239458084106445,13210,-0.169805526733398,13210,-0.159492492675781,13210,-0.154726982116699,13210,-0.170430183410645,13210,-0.148789405822754,13210,-0.0716800689697266,13210,-0.0861330032348633,13210,-0.0296487808227539,13210,-0.147383689880371,13210,-0.0351171493530273,13210,-9.30030822753906,13210,-0.162071228027344,13210,-8.01663208007812,13210,-0.0247268676757812,13210,-5.47318458557129,13210,-0.0251169204711914,13210,-0.0609769821166992,13210,-0.166289329528809,13210,-0.0953521728515625,13210,-0.172539710998535,13210,-0.0722265243530273
13220,-0.161523818969727,13220,-0.165821075439453,13220,-0.0239458084106445,13220,-0.169727325439453,13220,-0.159414291381836,13220,-0.154726982116699,13220,-0.17050838470459,13220,-0.148789405822754,13220,-0.0716800689697266,13220,-0.086054801940918,13220,-0.0296487808227539,13220,-0.147305488586426,13220,-0.035038948059082,13220,-9.30069923400879,13220,-0.161993026733398,13220,-8.01491355895996,13220,-0.0247268676757812,13220,-5.47740364074707,13220,-0.0251169204711914,13220,-0.0610551834106445,13220,-0.166211128234863,13220,-0.0953521728515625,13220,-0.172539710998535,13220,-0.0722265243530273
13230,-0.161367416381836,13230,-0.165821075439453,13230,-0.0239458084106445,13230,-0.169727325439453,13230,-0.159414291381836,13230,-0.154726982116699,13230,-0.17050838470459,13230,-0.148867607116699,13230,-0.0717582702636719,13230,-0.086054801940918,13230,-0.0296487808227539,13230,-0.147305488586426,13230,-0.0349607467651367,13230,-9.30109024047852,13230,-0.161914825439453,13230,-8.01311683654785,13230,-0.0247268676757812,13230,-5.47466897964478,13230,-0.0251169204711914,13230,-0.0610551834106445,13230,-0.166133880615234,13230,-0.0953521728515625,13230,-0.17246150970459,13230,-0.0723047256469727
13240,-0.161289215087891,13240,-0.165821075439453,13240,-0.0239458084106445,13240,-0.169727325439453,13240,-0.159414291381836,13240,-0.154726982116699,13240,-0.17050838470459,13240,-0.148867607116699,13240,-0.0718364715576172,13240,-0.086054801940918,13240,-0.0296487808227539,13240,-0.14722728729248,13240,-0.0349607467651367,13240,-9.30124664306641,13240,-0.161914825439453,13240,-8.01092910766602,13240,-0.0248050689697266,13240,-5.47216939926147,13240,-0.0251169204711914,13240,-0.0611333847045898,13240,-0.166055679321289,13240,-0.0953521728515625,13240,-0.17246150970459,13240,-0.0723047256469727
13250,-0.161211967468262,13250,-0.165742874145508,13250,-0.0239458084106445,13250,-0.169649124145508,13250,-0.159414291381836,13250,-0.154726982116699,13250,-0.17050838470459,13250,-0.148867607116699,13250,-0.0719146728515625,13250,-0.0859766006469727,13250,-0.0296487808227539,13250,-0.14722728729248,13250,-0.0349607467651367,13250,-9.30132389068604,13250,-0.161836624145508,13250,-8.00811576843262,13250,-0.0248050689697266,13250,-5.46716928482056,13250,-0.0251169204711914,13250,-0.0612115859985352,13250,-0.165977478027344,13250,-0.0953521728515625,13250,-0.17246150970459,13250,-0.072382926940918
13260,-0.161133766174316,13260,-0.165742874145508,13260,-0.0239458084106445,13260,-0.169649124145508,13260,-0.159414291381836,13260,-0.154648780822754,13260,-0.17050838470459,13260,-0.148867607116699,13260,-0.0719146728515625,13260,-0.0859766006469727,13260,-0.0296487808227539,13260,-0.147149085998535,13260,-0.0349607467651367,13260,-9.30093383789062,13260,-0.161836624145508,13260,-8.00577259063721,13260,-0.0248050689697266,13260,-5.4627161026001,13260,-0.0251169204711914,13260,-0.0612115859985352,13260,-0.165899276733398,13260,-0.0953521728515625,13260,-0.17246150970459,13260,-0.0724611282348633
13270,-0.161055564880371,13270,-0.165742874145508,13270,-0.0239458084106445,13270,-0.169570922851562,13270,-0.159336090087891,13270,-0.154648780822754,13270,-0.17050838470459,13270,-0.148867607116699,13270,-0.0719928741455078,13270,-0.0858983993530273,13270,-0.0296487808227539,13270,-0.147149085998535,13270,-0.035038948059082,13270,-9.30085563659668,13270,-0.161758422851562,13270,-8.00374126434326,13270,-0.0248050689697266,13270,-5.4509973526001,13270,-0.0251169204711914,13270,-0.0612888336181641,13270,-0.165821075439453,13270,-0.0954303741455078,13270,-0.17246150970459,13270,-0.0724611282348633
13280,-0.160977363586426,13280,-0.165742874145508,13280,-0.0239458084106445,13280,-0.169570922851562,13280,-0.159336090087891,13280,-0.154648780822754,13280,-0.170586585998535,13280,-0.148867607116699,13280,-0.0720701217651367,13280,-0.0858983993530273,13280,-0.0297269821166992,13280,-0.147149085998535,13280,-0.0349607467651367,13280,-9.30069923400879,13280,-0.161758422851562,13280,-8.00233459472656,13280,-0.0248050689697266,13280,-5.44380950927734,13280,-0.0251169204711914,13280,-0.0612888336181641,13280,-0.165742874145508,13280,-0.0954303741455078,13280,-0.172383308410645,13280,-0.0725393295288086
13290,-0.16089916229248,13290,-0.165742874145508,13290,-0.0239458084106445,13290,-0.169570922851562,13290,-0.159336090087891,13290,-0.154648780822754,13290,-0.170586585998535,13290,-0.148867607116699,13290,-0.0720701217651367,13290,-0.0858983993530273,13290,-0.0297269821166992,13290,-0.14707088470459,13290,-0.0348825454711914,13290,-9.30038642883301,13290,-0.161680221557617,13290,-8.00108528137207,13290,-0.0248832702636719,13290,-5.4424033164978,13290,-0.0251169204711914,13290,-0.0613670349121094,13290,-0.165664672851562,13290,-0.0954303741455078,13290,-0.172383308410645,13290,-0.0725393295288086
13300,-0.160820960998535,13300,-0.165742874145508,13300,-0.0239458084106445,13300,-0.169492721557617,13300,-0.159336090087891,13300,-0.154648780822754,13300,-0.170586585998535,13300,-0.148945808410645,13300,-0.072148323059082,13300,-0.085820198059082,13300,-0.0297269821166992,13300,-0.14707088470459,13300,-0.0348043441772461,13300,-9.30015277862549,13300,-0.161602020263672,13300,-7.99889755249023,13300,-0.0248832702636719,13300,-5.44013786315918,13300,-0.0251169204711914,13300,-0.0614452362060547,13300,-0.165586471557617,13300,-0.0954303741455078,13300,-0.172383308410645,13300,-0.0726175308227539
13310,-0.16074275970459,13310,-0.165664672851562,13310,-0.0239458084106445,13310,-0.169492721557617,13310,-0.159336090087891,13310,-0.154648780822754,13310,-0.170586585998535,13310,-0.148945808410645,13310,-0.0722265243530273,13310,-0.085820198059082,13310,-0.0297269821166992,13310,-0.146992683410645,13310,-0.0347270965576172,13310,-9.29976177215576,13310,-0.161602020263672,13310,-7.9967098236084,13310,-0.0248832702636719,13310,-5.43310642242432,13310,-0.0251169204711914,13310,-0.0614452362060547,13310,-0.165508270263672,13310,-0.0954303741455078,13310,-0.172383308410645,13310,-0.0726175308227539
13320,-0.160664558410645,13320,-0.165664672851562,13320,-0.0239458084106445,13320,-0.169492721557617,13320,-0.159258842468262,13320,-0.154648780822754,13320,-0.170586585998535,13320,-0.148945808410645,13320,-0.0723047256469727,13320,-0.0857429504394531,13320,-0.0297269821166992,13320,-0.146992683410645,13320,-0.0346488952636719,13320,-9.29913711547852,13320,-0.161523818969727,13320,-7.99389743804932,13320,-0.0248832702636719,13320,-5.4281063079834,13320,-0.0251169204711914,13320,-0.0615234375,13320,-0.165430068969727,13320,-0.0954303741455078,13320,-0.172383308410645,13320,-0.0726957321166992
13330,-0.160586357116699,13330,-0.165664672851562,13330,-0.0239458084106445,13330,-0.169492721557617,13330,-0.159258842468262,13330,-0.154648780822754,13330,-0.170586585998535,13330,-0.148945808410645,13330,-0.0723047256469727,13330,-0.0857429504394531,13330,-0.0297269821166992,13330,-0.146992683410645,13330,-0.0345706939697266,13330,-9.29882431030273,13330,-0.161523818969727,13330,-7.99264717102051,13330,-0.0248832702636719,13330,-5.42443466186523,13330,-0.0251169204711914,13330,-0.0615234375,13330,-0.165351867675781,13330,-0.0954303741455078,13330,-0.172305107116699,13330,-0.0726957321166992
13340,-0.160508155822754,13340,-0.165664672851562,13340,-0.0238676071166992,13340,-0.169414520263672,13340,-0.159258842468262,13340,-0.154648780822754,13340,-0.17066478729248,13340,-0.148945808410645,13340,-0.072382926940918,13340,-0.0857429504394531,13340,-0.0297269821166992,13340,-0.146914482116699,13340,-0.0344924926757812,13340,-9.29843330383301,13340,-0.161445617675781,13340,-7.9914755821228,13340,-0.0248832702636719,13340,-5.42662191390991,13340,-0.0251169204711914,13340,-0.0616016387939453,13340,-0.165351867675781,13340,-0.0954303741455078,13340,-0.172305107116699,13340,-0.0727739334106445
13350,-0.160429954528809,13350,-0.165664672851562,13350,-0.0238676071166992,13350,-0.169414520263672,13350,-0.159258842468262,13350,-0.154570579528809,13350,-0.17066478729248,13350,-0.148945808410645,13350,-0.0724611282348633,13350,-0.0856647491455078,13350,-0.0299606323242188,13350,-0.146914482116699,13350,-0.0344924926757812,13350,-9.29788684844971,13350,-0.161445617675781,13350,-7.99124145507812,13350,-0.0249605178833008,13350,-5.42404413223267,13350,-0.0251169204711914,13350,-0.0616798400878906,13350,-0.165273666381836,13350,-0.0954303741455078,13350,-0.172305107116699,13350,-0.0727739334106445
13360,-0.160351753234863,13360,-0.165664672851562,13360,-0.0238676071166992,13360,-0.169414520263672,13360,-0.159180641174316,13360,-0.154570579528809,13360,-0.17066478729248,13360,-0.148945808410645,13360,-0.0724611282348633,13360,-0.0856647491455078,13360,-0.0299606323242188,13360,-0.146836280822754,13360,-0.0344142913818359,13360,-9.29749584197998,13360,-0.161367416381836,13360,-7.9908504486084,13360,-0.0249605178833008,13360,-5.4189658164978,13360,-0.0251169204711914,13360,-0.0616798400878906,13360,-0.165195465087891,13360,-0.0955085754394531,13360,-0.172305107116699,13360,-0.0728521347045898
13370,-0.160273551940918,13370,-0.165586471557617,13370,-0.0238676071166992,13370,-0.169336318969727,13370,-0.159180641174316,13370,-0.154570579528809,13370,-0.17066478729248,13370,-0.148945808410645,13370,-0.0725393295288086,13370,-0.0855865478515625,13370,-0.0298824310302734,13370,-0.146836280822754,13370,-0.0344924926757812,13370,-9.29702758789062,13370,-0.161367416381836,13370,-7.99077224731445,13370,-0.0249605178833008,13370,-5.40959072113037,13370,-0.0251169204711914,13370,-0.0617580413818359,13370,-0.165118217468262,13370,-0.0955085754394531,13370,-0.172226905822754,13370,-0.0728521347045898
13380,-0.160196304321289,13380,-0.165586471557617,13380,-0.0238676071166992,13380,-0.169336318969727,13380,-0.159180641174316,13380,-0.154570579528809,13380,-0.17066478729248,13380,-0.148945808410645,13380,-0.0726175308227539,13380,-0.0855865478515625,13380,-0.0298824310302734,13380,-0.146758079528809,13380,-0.0344924926757812,13380,-9.29687118530273,13380,-0.161367416381836,13380,-7.99061632156372,13380,-0.0249605178833008,13380,-5.40349721908569,13380,-0.0251169204711914,13380,-0.0617580413818359,13380,-0.165040016174316,13380,-0.0955085754394531,13380,-0.172226905822754,13380,-0.0729303359985352
13390,-0.160118103027344,13390,-0.165586471557617,13390,-0.0238676071166992,13390,-0.169336318969727,13390,-0.159180641174316,13390,-0.154570579528809,13390,-0.17066478729248,13390,-0.148945808410645,13390,-0.0726957321166992,13390,-0.0855083465576172,13390,-0.0298824310302734,13390,-0.146758079528809,13390,-0.0344142913818359,13390,-9.29694938659668,13390,-0.161289215087891,13390,-7.99131965637207,13390,-0.0250387191772461,13390,-5.39529371261597,13390,-0.0251169204711914,13390,-0.0618362426757812,13390,-0.164961814880371,13390,-0.0955085754394531,13390,-0.172226905822754,13390,-0.0729303359985352
13400,-0.160039901733398,13400,-0.165586471557617,13400,-0.0238676071166992,13400,-0.169336318969727,13400,-0.159102439880371,13400,-0.154570579528809,13400,-0.17066478729248,13400,-0.148945808410645,13400,-0.0726957321166992,13400,-0.0855083465576172,13400,-0.0299606323242188,13400,-0.146758079528809,13400,-0.0345706939697266,13400,-9.29671478271484,13400,-0.161289215087891,13400,-7.99178791046143,13400,-0.0250387191772461,13400,-5.38568449020386,13400,-0.0251169204711914,13400,-0.0619144439697266,13400,-0.164961814880371,13400,-0.0955085754394531,13400,-0.172226905822754,13400,-0.0730075836181641
13410,-0.159961700439453,13410,-0.165586471557617,13410,-0.0238676071166992,13410,-0.169258117675781,13410,-0.159102439880371,13410,-0.154570579528809,13410,-0.170742988586426,13410,-0.148945808410645,13410,-0.0727739334106445,13410,-0.0854301452636719,13410,-0.0299606323242188,13410,-0.146679878234863,13410,-0.0346488952636719,13410,-9.2966365814209,13410,-0.161211967468262,13410,-7.99303817749023,13410,-0.0250387191772461,13410,-5.37435626983643,13410,-0.0251169204711914,13410,-0.0619144439697266,13410,-0.164883613586426,13410,-0.0955085754394531,13410,-0.172226905822754,13410,-0.0730075836181641
13420,-0.159883499145508,13420,-0.165586471557617,13420,-0.0238676071166992,13420,-0.169258117675781,13420,-0.159102439880371,13420,-0.154570579528809,13420,-0.170742988586426,13420,-0.148945808410645,13420,-0.0728521347045898,13420,-0.0854301452636719,13420,-0.0299606323242188,13420,-0.146679878234863,13420,-0.0345706939697266,13420,-9.29648017883301,13420,-0.161211967468262,13420,-7.99381923675537,13420,-0.0250387191772461,13420,-5.35966873168945,13420,-0.0251169204711914,13420,-0.0619926452636719,13420,-0.16480541229248,13420,-0.0955085754394531,13420,-0.172148704528809,13420,-0.0730857849121094
