t_s,R91,R92,R93,R94,R95,R96,R97,R98,R83,R84,R85,R86,R87,R88,R89,R90,R75,R76,R77,R78,R79,R80,R81,R82,R92.1,R93.1,R94.1,R95.1,R96.1,R97.1,R98.1,R83.1,R84.1,R85.1,R86.1,R87.1,R88.1,R89.1,R90.1,R75.1,R76.1,R77.1,R78.1,R79.1,R80.1,R81.1,R82.1
6815,0.0220364090055227,-0.0269473697990179,0.020712966099381402,-0.00467072473838925,0.0496779233217239,-0.00217852578498423,-0.0331388004124165,-0.0252707991749048,-0.00497618643566966,-0.047140412032604204,-0.00694260559976101,-0.0217035952955484,-0.019313745200634,-0.0176754575222731,-0.018333273008465798,0.013645753264427199,-0.025608301162719702,-0.0179606154561043,0.0033449362963438,-0.00538166053593159,3.08609014609829e-05,-0.015933265909552602,0.00452618580311537,-0.0057699391618371,0.10123666562139999,0.111287521198392,0.0955210621468723,0.103502348065376,0.0661146657075733,0.0869123972952366,0.0922726150602102,0.10777034284546999,0.111293785274029,0.103100823238492,0.0931913685053587,0.0779796317219734,0.0941257867962122,0.10256173275411101,0.0702591985464096,0.0966382548213005,0.104598455131054,0.0951226409524679,0.0934507604688406,0.0997304549819091,0.0927507001906633,0.0986007256433368,0.0999375199899077
6820,0.0220332909375429,-0.0269403364509344,0.0207106303423643,-0.00466681458055973,0.0496904253959656,-0.00219727517105639,-0.0331239551305771,-0.0252637658268213,-0.00497618643566966,-0.047133382409811,-0.00693713175132871,-0.0216989126056433,-0.019305935129523298,-0.017672328278422397,-0.0183434300124645,0.0136707592755556,-0.0255895517766476,-0.0179488938301802,0.00335118290968239,-0.00537619600072503,4.33635686931666e-05,-0.0159152988344431,0.00453400611877441,-0.00575666408985853,0.101243698969483,0.111285185441375,0.0955249723047018,0.103514850139618,0.0660959163215011,0.086927242577076,0.0922796484082937,0.10777034284546999,0.111300814896822,0.103106297086924,0.0931960511952639,0.0779874417930841,0.0941289160400629,0.102551575750113,0.070284204557538,0.0966570042073727,0.10461017675697801,0.0951288875658065,0.0934562250040472,0.0997429576491413,0.0927686672657728,0.0986085459589958,0.0999507950618863
6825,0.022026252001524,-0.0269317422062159,0.0207106303423643,-0.00466446857899427,0.0496990196406841,-0.00221758848056197,-0.0331098884344101,-0.0252637658268213,-0.00496837589889765,-0.0471115037798882,-0.00692463852465153,-0.0216864105314016,-0.019288739189505598,-0.017660617828369102,-0.0183285810053349,0.013668413273990201,-0.0255723614245653,-0.017936391755938502,0.0033589934464544097,-0.00536915753036737,5.58567044208758e-05,-0.0158981028944254,0.00454103481024504,-0.00574572570621967,0.101252293214202,0.111285185441375,0.0955273183062673,0.103523444384336,0.0660756030119956,0.08694130927324299,0.0922796484082937,0.10777815338224199,0.111322693526745,0.103118790313601,0.0932085532695055,0.0780046377331018,0.0941406264901161,0.10256642475724201,0.0702818585559726,0.0966741945594549,0.10462267883122,0.0951366981025785,0.0934632634744048,0.099755450784869,0.0927858632057905,0.0986155746504664,0.0999617334455252
6830,0.0220239162445068,-0.0269176810979843,0.0207153130322695,-0.00465509388595819,0.0497263595461845,-0.00223633763380349,-0.033095043152570704,-0.025250487029552498,-0.00496369367465377,-0.0470958799123764,-0.00691370014101267,-0.0216778181493282,-0.0192762464284897,-0.0176512431353331,-0.018320769071579,0.0136801339685917,-0.0255551766604185,-0.0179246794432402,0.00336603168398142,-0.00536369299516082,6.75773626426235e-05,-0.0158817004412413,0.00454806303605437,-0.00573478685691953,0.101266354322433,0.11128986813128,0.0955366929993033,0.103550784289837,0.066056853858754,0.08695615455508231,0.0922929272055626,0.10778283560648601,0.11133831739425701,0.10312972869723999,0.0932171456515789,0.0780171304941177,0.0941500011831522,0.10257423669099801,0.0702935792505741,0.0966913793236017,0.104634391143918,0.0951437363401055,0.0934687280096114,0.0997671714430908,0.0928022656589746,0.0986226028762758,0.0999726722948253
6835,0.0220192242413759,-0.0269083064049482,0.0207153130322695,-0.00464962935075164,0.0497599504888058,-0.00225039478391409,-0.033081766217947,-0.0252403300255537,-0.00495665520429611,-0.0470794774591923,-0.00690276129171252,-0.0216645337641239,-0.0192598346620798,-0.017639521509409,-0.018312176689505598,0.0136973187327385,-0.025534862652421,-0.017909049987793,0.00337852467782795,-0.00535353645682335,8.39805579744279e-05,-0.0158629510551691,0.00455978373065591,-0.00571447378024459,0.10127572901547001,0.11128986813128,0.0955421575345099,0.103584375232458,0.0660427967086434,0.086969431489706,0.0923030842095613,0.10778987407684301,0.111354719847441,0.10314066754654,0.0932304300367832,0.0780335422605276,0.0941617228090763,0.102582829073071,0.0703107640147209,0.0967116933315992,0.10465002059936501,0.0951562293339521,0.0934788845479488,0.0997835746384226,0.0928210150450468,0.0986343235708773,0.0999929853715003
6840,0.0220192242413759,-0.026896586641669298,0.0207207761704922,-0.00464025465771556,0.049795109778642696,-0.00226758955977857,-0.0330755114555359,-0.025239547714591002,-0.00493556959554553,-0.047042753547430004,-0.00687620136886835,-0.021628599613904998,-0.019223118200898198,-0.0176192093640566,-0.018290299922227898,0.013729352504015,-0.0255090799182653,-0.0178926456719637,0.00338868144899607,-0.00534181576222181,0.00010039329208666501,-0.015841074287891402,0.00457228673622012,-0.00569963455200195,0.101287448778749,0.111295331269503,0.095551532227546,0.103619534522295,0.066025601932779,0.0869756862521172,0.092303866520524,0.107810959685594,0.111391443759203,0.103167227469385,0.0932663641870022,0.07807025872170929,0.0941820349544287,0.102604705840349,0.0703427977859974,0.0967374760657549,0.104666424915195,0.0951663861051202,0.0934906052425504,0.0997999873725348,0.0928428918123245,0.0986468265764415,0.100007824599743
6845,0.0220168773084879,-0.0268872119486332,0.0207200050354004,-0.00463556265458465,0.0498005747795105,-0.00228242878802121,-0.033055204898119,-0.0252247042953968,-0.0049261855892837,-0.047027911990881,-0.0068652629852294905,-0.0216246880590916,-0.019211396574974098,-0.0176090523600578,-0.018286399543285398,0.0137481018900871,-0.0254950188100338,-0.0178809259086847,0.00339571945369244,-0.00533713307231665,0.00011211395030841199,-0.0158238876610994,0.00458009727299213,-0.00568947801366448,0.10129682347178501,0.111294560134411,0.0955562242306769,0.103624999523163,0.0660107627045363,0.0869959928095341,0.0923187099397182,0.107820343691856,0.111406285315752,0.103178165853024,0.0932702757418156,0.0780819803476334,0.0941921919584274,0.102608606219292,0.07036154717206951,0.09675153717398641,0.104678144678473,0.09517342410981659,0.0934952879324555,0.0998117080307566,0.0928600784391165,0.0986546371132135,0.10001798113808
6850,0.0220153126865625,-0.0268778372555971,0.0207207761704922,-0.00463009811937809,0.0498224534094334,-0.00229805940762162,-0.0330419205129147,-0.0252161119133234,-0.00492541305720806,-0.0470193177461624,-0.00686057098209858,-0.0216207876801491,-0.0192035865038633,-0.0176043603569269,-0.0182887353003025,0.0137848183512688,-0.0254817381501198,-0.0178684238344431,0.00340196606703103,-0.00533165922388434,0.000123043064377271,-0.0158098209649324,0.00458477949723601,-0.00567853916436434,0.101306198164821,0.111295331269503,0.0955616887658834,0.10364687815308601,0.0659951320849359,0.0870092771947384,0.09232730232179161,0.107821116223931,0.111414879560471,0.103182857856154,0.0932741761207581,0.0780897904187441,0.0941968839615583,0.10260627046227501,0.0703982636332512,0.0967648178339005,0.104690646752715,0.0951796707231551,0.0935007617808878,0.09982263714482541,0.0928741451352835,0.0986593193374574,0.100028919987381
6855,0.0220129769295454,-0.026866115629673,0.0207246877253056,-0.00462227826938033,0.049834955483675,-0.0023152446374297103,-0.0330286398530006,-0.02520751953125,-0.00491759274154902,-0.0470021292567253,-0.00684963213279843,-0.021608285605907402,-0.0191918648779392,-0.0175981130450964,-0.0182809252291918,0.0137910647317767,-0.0254645477980375,-0.0178559292107821,0.00341134052723646,-0.00532463053241372,0.000135545720695518,-0.0157926362007856,0.00459415419027209,-0.00566916447132826,0.10131791979074499,0.111299242824316,0.0955695086158812,0.103659380227327,0.0659779468551278,0.0870225578546524,0.09233589470386509,0.10782893653959,0.111432068049908,0.103193796705455,0.0932866781949997,0.0781015120446682,0.0942031312733889,0.10261408053338501,0.0704045100137591,0.0967820081859827,0.104703141376376,0.0951890451833606,0.09350779047235849,0.0998351398011437,0.0928913298994303,0.0986686940304935,0.100038294680417
6860,0.0220121946185827,-0.026855958625674203,0.0207145307213068,-0.00462150573730469,0.0498537048697472,-0.00233164778910577,-0.0330130122601986,-0.025201268494129198,-0.00491681089624763,-0.0469943173229694,-0.00684573175385594,-0.0216051582247019,-0.0191879644989967,-0.0175910852849483,-0.0182801429182291,0.0138176344335079,-0.0254473630338907,-0.017844991758465798,0.00341758714057505,-0.00531837437301874,0.000146484366268851,-0.0157785788178444,0.00460431072860956,-0.00566057208925486,0.10132807679474401,0.111289085820317,0.0955702811479568,0.1036781296134,0.0659615437034518,0.0870381854474545,0.0923421457409859,0.107829718384892,0.111439879983664,0.10319769708439701,0.0932898055762053,0.0781054124236107,0.0942101590335369,0.102614862844348,0.0704310797154903,0.0967991929501295,0.10471407882869199,0.0951952917966992,0.0935140466317534,0.099846078446717,0.09290538728237151,0.098678850568831,0.10004688706249
6865,0.022009849548339802,-0.0268473662436008,0.0207246877253056,-0.00461134919896722,0.0498716719448566,-0.00234102248214185,-0.0329973883926868,-0.0251926742494106,-0.0049144742079079195,-0.046982597559690496,-0.00684182159602642,-0.0216012559831142,-0.019180154427886,-0.0175863932818174,-0.0182785894721746,0.013811377808451701,-0.0254317373037338,-0.017834834754467,0.003423061221838,-0.0053121279925108,0.000158987037139013,-0.0157606024295092,0.00461213104426861,-0.00564806908369064,0.101336669176817,0.111299242824316,0.0955804376862943,0.103696096688509,0.0659521690104157,0.0870538093149662,0.0923507399857044,0.107832055073231,0.111451599746943,0.103201607242227,0.0932937078177929,0.0781132224947214,0.0942148510366678,0.102616416290402,0.0704248230904341,0.0968148186802864,0.104724235832691,0.0952007658779621,0.0935202930122614,0.0998585811175872,0.09292336367070671,0.09868667088449,0.100059390068054
6870,0.0220075026154518,-0.0268387738615274,0.0207239054143429,-0.00460822088643909,0.0498802661895752,-0.00236446363851428,-0.0329872332513332,-0.0251872055232525,-0.00491056451573968,-0.0469685345888138,-0.00683088274672627,-0.0215911008417606,-0.0191598404198885,-0.0175762362778187,-0.0182738974690437,0.0138176344335079,-0.0254176761955023,-0.0178246777504683,0.00342930783517659,-0.00530666345730424,0.000171489708009176,-0.015744982287287698,0.00461915973573923,-0.00563947670161724,0.10134526155889,0.111298460513353,0.09558356599882249,0.103704690933228,0.0659287278540432,0.0870639644563198,0.0923562087118626,0.10783596476540001,0.111465662717819,0.103212546091527,0.0933038629591465,0.0781335365027189,0.0942250080406666,0.10262110829353299,0.0704310797154903,0.096828879788518,0.10473439283669,0.0952070124913007,0.0935257575474679,0.0998710837884573,0.0929389838129282,0.0986936995759606,0.100067982450128
6875,0.0219989102333784,-0.026830958202481298,0.0207239054143429,-0.00460197450593114,0.0499083884060383,-0.00237462040968239,-0.0329731702804565,-0.025178607553243602,-0.00490588182583451,-0.0469568185508251,-0.00682463636621833,-0.0215981286019087,-0.0191465560346842,-0.017569988965988197,-0.0182723328471184,0.0137895010411739,-0.0254028309136629,-0.0178129579871893,0.0034371183719486,-0.00529728876426816,0.000184764852747321,-0.0157285779714584,0.00462775211781263,-0.0056285378523170905,0.101353077217937,0.111298460513353,0.0955898123793304,0.103732813149691,0.0659185710828751,0.0870780274271965,0.0923648066818714,0.107840647455305,0.111477378755808,0.10321879247203501,0.09329683519899849,0.0781468208879232,0.0942312553524971,0.10262267291545901,0.0704029463231564,0.0968437250703573,0.104746112599969,0.0952148230280727,0.093535132240504,0.0998843589331955,0.0929553881287575,0.098702291958034,0.100078921299428
6880,0.0220028199255466,-0.0268176794052124,0.0207270327955484,-0.00459415419027209,0.0499372966587543,-0.00238321302458644,-0.0329591073095798,-0.025168452411890002,-0.0049011898227036,-0.046941976994276,-0.00681447982788086,-0.0215911008417606,-0.0191262438893318,-0.0175613965839148,-0.0182668678462505,0.0138652892783284,-0.0253879874944687,-0.017802800983190502,0.0034418106079101597,-0.00529103260487318,0.000197267523617484,-0.0157106015831232,0.00463634496554732,-0.00561368931084871,0.101366356015205,0.111301587894559,0.0955976326949894,0.10376172140240701,0.0659099784679711,0.0870920903980732,0.092374961823225,0.107845339458436,0.111492220312357,0.10322894901037201,0.0933038629591465,0.0781671330332756,0.0942398477345705,0.10262813791632701,0.0704787345603108,0.0968585684895515,0.104756269603968,0.0952195152640343,0.093541388399899,0.0998968616040656,0.0929733645170927,0.0987108848057687,0.100093769840896
6885,0.0220028199255466,-0.026806740090251,0.0207285974174738,-0.00458790780976415,0.0499591715633869,-0.00239336956292391,-0.0329497344791889,-0.0251622051000595,-0.00488946912810206,-0.0469232201576233,-0.00680354097858071,-0.021578596904873803,-0.0191106218844652,-0.0175488945096731,-0.0182582754641771,0.013946533203125,-0.025370014831423798,-0.0177895165979862,0.0034504032228142,-0.00528322206810117,0.00021055221441201898,-0.0156941991299391,0.00464493734762073,-0.00560353277251124,0.101377295330167,0.11130315251648401,0.0956038790754974,0.10378359630703901,0.0658998219296336,0.0871014632284641,0.0923812091350555,0.10785706015303699,0.11151097714901001,0.10323988785967199,0.0933163668960333,0.0781827550381422,0.0942523498088121,0.1026367302984,0.0705599784851074,0.0968765411525965,0.104769553989172,0.0952281078789383,0.093549198936671,0.0999101462948602,0.0929897669702768,0.0987194771878421,0.100103926379234
6890,0.0219965651631355,-0.0268036164343357,0.0207207761704922,-0.00459103565663099,0.0499505810439587,-0.00241680140607059,-0.0329427048563957,-0.0251614227890968,-0.0048840045928955095,-0.046910721808672,-0.0067957304418087,-0.0215731225907803,-0.0190949905663729,-0.0175403021275997,-0.0182535834610462,0.013958253897726501,-0.0253582987934351,-0.0177801419049501,0.00345509522594512,-0.00528009422123432,0.000219926834688522,-0.0156801417469978,0.0046519753523170905,-0.00559650408104062,0.10138041898608201,0.111295331269503,0.0956007512286305,0.103775005787611,0.0658763900864869,0.0871084928512573,0.0923819914460182,0.10786252468824399,0.111523475497961,0.10324769839644399,0.0933218412101269,0.07819838635623459,0.0942609421908855,0.10264142230153099,0.070571699179709,0.0968882571905851,0.104778928682208,0.0952327998820692,0.09355232678353789,0.0999195209151367,0.0930038243532181,0.0987265151925385,0.100110955070704
6895,0.0219473447650671,-0.026835646480321898,0.0206871889531612,-0.0046160314232111,0.0499130822718143,-0.00245820987038314,-0.0329497344791889,-0.0251676738262177,-0.0048769759014248805,-0.0468950979411602,-0.00678557390347123,-0.021564530208706897,-0.0190832708030939,-0.017532492056489,-0.018248900771141097,0.014032478444278199,-0.025341110303998,-0.0177684295922518,0.0034613418392837,-0.00527150137349963,0.000233201979426667,-0.0156645104289055,0.00465978588908911,-0.0055840015411377,0.101348388940096,0.11126174405217201,0.0955757554620504,0.10373750701546701,0.0658349816221744,0.0871014632284641,0.0923757404088974,0.107869553379714,0.111539099365473,0.103257854934782,0.0933304335922003,0.0782101061195135,0.0942687522619963,0.102646104991436,0.0706459237262607,0.0969054456800222,0.104790640994906,0.0952390464954078,0.0935609196312726,0.0999327960598748,0.0930194556713104,0.0987343257293105,0.10012345761060701
6900,0.021983290091156998,-0.026798930019140202,0.020712183788418798,-0.0045902538113296,0.0499693304300308,-0.0024574280250817503,-0.0329278595745564,-0.025152830407023402,-0.00487228389829397,-0.0468786954879761,-0.00677463505417109,-0.0215559378266335,-0.01906843110919,-0.0175293628126383,-0.0182442087680101,0.0141012286767364,-0.0253247059881687,-0.017759054899215698,0.00346602429635823,-0.00526369083672762,0.000244922644924372,-0.0156488884240389,0.00466525088995695,-0.00557306269183755,0.101385105401278,0.111286738887429,0.0956015330739319,0.103793755173683,0.0658357634674758,0.0871233381330967,0.0923905838280916,0.107874245382845,0.111555501818657,0.103268793784082,0.0933390259742737,0.0782249458134174,0.094271881505847,0.102650796994567,0.0707146739587188,0.0969218499958515,0.104800015687943,0.0952437289524823,0.0935687301680446,0.0999445167253725,0.093035077676177,0.0987397907301784,0.10013439645990699
6905,0.0219825077801943,-0.026791896671056702,0.020712183788418798,-0.00458399765193462,0.0499740205705166,-0.00247774110175669,-0.032914575189352,-0.0251434557139874,-0.00486447336152196,-0.046863067895174,-0.00676526036113501,-0.0215457808226347,-0.019052028656005898,-0.0175121780484915,-0.018234834074974098,0.0141332531347871,-0.0253098625689745,-0.017747335135936702,0.00347228045575321,-0.005256662145257,0.00025742530124261997,-0.0156317036598921,0.00467540742829442,-0.00556056946516037,0.101392138749361,0.111286738887429,0.0956077892333269,0.103798445314169,0.0658154503908008,0.087136622518301,0.0923999585211277,0.107882055919617,0.111571129411459,0.103278168477118,0.0933491829782724,0.0782413482666016,0.0942890662699938,0.102660171687603,0.0707466984167695,0.0969366934150457,0.104811735451221,0.0952499851118773,0.0935757588595152,0.0999570193816908,0.0930522624403238,0.0987499472685158,0.100146889686584
6910,0.0219864081591368,-0.0267786160111427,0.0207192227244377,-0.00458477949723601,0.049991987645626096,-0.00249024387449026,-0.0328981727361679,-0.025134077295661,-0.0048574348911643,-0.0468450970947742,-0.00675275782123208,-0.0215364061295986,-0.0190379619598389,-0.0175020210444927,-0.0182285886257887,0.0141418548300862,-0.0252957958728075,-0.0177356135100126,0.0034785270690918,-0.00524806976318359,0.00027070046053268,-0.015616855584085,0.00468321796506643,-0.0055504129268229,0.101405419409275,0.111293777823448,0.0956070073880255,0.103816412389278,0.06580294761806729,0.0871530249714851,0.0924093369394541,0.107889094389975,0.111589100211859,0.103290671017021,0.0933585576713085,0.0782554149627686,0.0942992232739925,0.102666417136788,0.0707553001120687,0.0969507601112127,0.104823457077146,0.0952562317252159,0.0935843512415886,0.0999702945409808,0.0930671105161309,0.0987577578052878,0.100157046224922
6915,0.0219817254692316,-0.0267770513892174,0.020712966099381402,-0.00457462295889854,0.0500162020325661,-0.00250664702616632,-0.0328887961804867,-0.0251262653619051,-0.00485118851065636,-0.046830251812934896,-0.00674260128289461,-0.0215278137475252,-0.0190262403339148,-0.017491864040494,-0.0182207673788071,0.0141863822937012,-0.0252793934196234,-0.0177238937467337,0.00348711968399584,-0.00523869507014751,0.000282421096926555,-0.0155988885089755,0.00469181034713984,-0.00554025638848543,0.10140698403119999,0.111287521198392,0.095617163926363,0.103840626776218,0.0657865444663912,0.0871624015271664,0.09241714887321,0.107895340770483,0.11160394549369801,0.103300827555358,0.0933671500533819,0.07826713658869269,0.0943093802779913,0.10267423838377,0.0707998275756836,0.0969671625643969,0.10483517684042501,0.09526482434012,0.0935937259346247,0.0999820151773747,0.0930850775912404,0.0987663501873612,0.100167202763259
6920,0.0219871904700994,-0.026765337213873898,0.0207200050354004,-0.00456212973222136,0.0500474534928799,-0.00251133902929723,-0.0328723900020123,-0.025114545598626102,-0.00484415981918573,-0.046814631670713404,-0.00673400843515992,-0.0215184390544891,-0.0190137475728989,-0.0174817088991404,-0.0182160846889019,0.0142191974446177,-0.025264548137784,-0.0177121739834547,0.00349415768869221,-0.0052324389107525305,0.000294923782348633,-0.0155856031924486,0.00469884881749749,-0.00552775384858251,0.10141869820654399,0.111294560134411,0.0956296571530402,0.103871878236532,0.06578185246326029,0.0871788077056408,0.0924288686364889,0.107902369461954,0.11161956563592,0.103309420403093,0.093376524746418,0.0782796293497086,0.0943195354193449,0.102678921073675,0.0708326427266002,0.0969820078462362,0.104846896603703,0.0952718623448163,0.09359998209401969,0.0999945178627968,0.0930983629077673,0.0987733886577189,0.10017970530316199
6925,0.0219864081591368,-0.0267622079700232,0.0207200050354004,-0.00455978373065591,0.0499623008072376,-0.00253321649506688,-0.032862234860658604,-0.0251067355275154,-0.00484181381762028,-0.0468021295964718,-0.00672619789838791,-0.0215106289833784,-0.019004363566637,-0.0174762345850468,-0.0182129573076963,0.0142363831400871,-0.025251269340515102,-0.017702016979455903,0.00349884014576674,-0.00522619253024459,0.000305080407997593,-0.01557232812047,0.00470431335270405,-0.00551994331181049,0.101421827450395,0.111294560134411,0.0956320031546056,0.10378672555089,0.0657599749974906,0.0871889628469944,0.0924366787075996,0.107904715463519,0.111632067710161,0.103317230939865,0.0933843348175287,0.0782890133559704,0.0943250097334385,0.10268204845488099,0.07084982842206951,0.0969952866435051,0.104857053607702,0.0952765448018909,0.0936062284745276,0.100004674488446,0.09311163797974589,0.0987788531929255,0.10018751583993399
6930,0.0219918824732304,-0.0267497096210718,0.0207262504845858,-0.0045472811907529805,0.050066202878952,-0.0025269603356719,-0.0328450426459312,-0.0250934548676014,-0.00483556743711233,-0.046786502003669704,-0.00671682320535183,-0.0215004719793797,-0.0189903061836958,-0.0174652952700853,-0.0182059276849031,0.0142504405230284,-0.025234078988432898,-0.017689524218440097,0.00350586883723736,-0.00521525368094444,0.00032070159795694097,-0.0155551331117749,0.0047152517363429096,-0.00550665846094489,0.101434325799346,0.11130080558359601,0.0956445056945086,0.103890627622604,0.0657662311568856,0.0872061550617218,0.0924499593675137,0.107910961844027,0.11164769530296301,0.10332660563290101,0.0933944918215275,0.0783030707389116,0.0943359490483999,0.102689078077674,0.0708638858050108,0.09701247699558731,0.10486954636871801,0.0952835734933615,0.0936171673238277,0.10002029567840501,0.093128832988441,0.0987897915765643,0.1002008006908
6935,0.0219957828521729,-0.026745805516839,0.020729379728436498,-0.0045379064977169,0.050099801272153896,-0.00253555295057595,-0.0328294225037098,-0.02508251555264,-0.00482931127771735,-0.0467708818614483,-0.00670823082327843,-0.021490316838026,-0.018979366868734398,-0.0174559205770493,-0.0181988999247551,0.014274663291871499,-0.025222357362508798,-0.0176793672144413,0.0035113429185003,-0.00520666129887104,0.000330858223605901,-0.0155387306585908,0.0047238445840776,-0.00549650192260742,0.101438229903579,0.111303934827447,0.0956538803875446,0.103924226015806,0.0657576385419816,0.0872217752039433,0.0924608986824751,0.107917218003422,0.11166331544518501,0.10333519801497501,0.0934046469628811,0.0783140100538731,0.094345323741436,0.102696105837822,0.070888108573854,0.0970241986215115,0.104879703372717,0.0952890475746244,0.0936257597059011,0.100030452304054,0.0931452354416251,0.098798384424299,0.10021095722913699
6940,0.021997345611453098,-0.0267403349280357,0.0207254700362682,-0.00453556049615145,0.0500146374106407,-0.0025480554904788702,-0.0328200459480286,-0.025077046826481802,-0.00482150074094534,-0.0467536933720112,-0.00669729197397828,-0.0214817225933075,-0.0189629644155502,-0.0174457635730505,-0.018192643299698802,0.0143004413694143,-0.0252090785652399,-0.0176692102104425,0.00351680745370686,-0.00519885029643774,0.000341796869179234,-0.0155246639624238,0.0047293184325099,-0.00548790907487273,0.10144370049238201,0.11130002513527901,0.0956562263891101,0.103839062154293,0.0657451360020787,0.0872311517596245,0.0924663674086332,0.107925028540194,0.11168050393462199,0.10334613686427499,0.0934132412075996,0.0783304125070572,0.0943554807454348,0.102702362462878,0.07091388665139679,0.0970374774187803,0.10488986037671601,0.095294512109831,0.0936335707083344,0.100041390949627,0.0931593021377921,0.0988038582727313,0.100219550076872
6945,0.021997345611453098,-0.026737207546830198,0.0207324977964163,-0.00452696811407804,0.0501333884894848,-0.00255118357017636,-0.0328059792518616,-0.025066889822483097,-0.00481760036200285,-0.0467396304011345,-0.00668948143720627,-0.0214785952121019,-0.0189488977193832,-0.0174371711909771,-0.0181856155395508,0.0143020050600171,-0.025193452835083,-0.0176582708954811,0.00352306361310184,-0.00519181229174137,0.000355081545421854,-0.0155090419575572,0.00473791128024459,-0.0054761883802712,0.10144682787358801,0.111307052895427,0.0956648187711835,0.103957813233137,0.0657420079223812,0.0872452184557915,0.092476524412632,0.107928928919137,0.111694566905499,0.10335394740104699,0.0934163685888052,0.0783444792032242,0.0943640731275082,0.10270939022302601,0.0709154503419995,0.0970531031489372,0.104900799691677,0.095300768269226,0.0936406087130308,0.10005467562587,0.0931749241426587,0.098812451120466,0.10023127077147401
6950,0.0220004748553038,-0.026731742545962302,0.0207356251776218,-0.00451993942260742,0.0501380823552608,-0.00255743018351495,-0.0327919200062752,-0.0250582974404097,-0.00480899820104241,-0.0467169769108295,-0.00667306873947382,-0.0214559361338615,-0.0189246833324432,-0.0174192041158676,-0.0181723311543465,0.014334039762616201,-0.0251739211380482,-0.0176449865102768,0.00353087414987385,-0.00518010137602687,0.000368356704711914,-0.0154902935028076,0.00474884966388345,-0.00546213146299124,0.101452292874455,0.11131018027663199,0.0956718474626541,0.103962507098913,0.0657357613090426,0.0872592777013779,0.0924851167947054,0.107937531080097,0.111717220395803,0.10337036009877901,0.0934390276670456,0.0783686935901642,0.0943820402026176,0.10272267460823101,0.0709474850445986,0.0970726348459721,0.10491408407688099,0.095308578805998,0.0936523196287453,0.10006795078516,0.0931936725974083,0.0988233895041049,0.10024532768875401
6955,0.0220028199255466,-0.0267293974757195,0.0207364074885845,-0.0045246216468513,0.0501279234886169,-0.00257227895781398,-0.0327817611396313,-0.0250528287142515,-0.00479728681966662,-0.0466950982809067,-0.00666057551279664,-0.0214403141289949,-0.0189012419432402,-0.0174074843525887,-0.0181645192205906,0.0143465418368578,-0.0251614227890968,-0.0176356118172407,0.00353633868508041,-0.00517072668299079,0.000380077341105789,-0.0154746724292636,0.00475587835535407,-0.00545353861525655,0.101454637944698,0.111310962587595,0.0956671652384102,0.10395234823226901,0.0657209125347435,0.0872694365680218,0.0924905855208635,0.107949242461473,0.111739099025726,0.10338285332545599,0.0934546496719122,0.0783921349793673,0.0943937599658966,0.102730486541986,0.0709599871188402,0.0970851331949234,0.104923458769917,0.0953140433412045,0.0936616943217814,0.100079671421554,0.0932092936709523,0.0988304181955755,0.10025392053648799
6960,0.022004384547472,-0.0267278328537941,0.020740307867527,-0.00450665457174182,0.0501630753278732,-0.00257461541332304,-0.0327645763754845,-0.0250403303653002,-0.00479181297123432,-0.0466802529990673,-0.00665120128542185,-0.0214325040578842,-0.0188903044909239,-0.0173981096595526,-0.0181590560823679,0.0143840406090021,-0.0251465793699026,-0.0176231097429991,0.00354493129998446,-0.00516212452203035,0.000392580026527867,-0.0154598234221339,0.00476368889212608,-0.00544494623318315,0.101456202566624,0.111314862966537,0.0956851323135197,0.103987500071526,0.0657185760792345,0.08728662133216859,0.0925030838698149,0.107954716309905,0.11175394430756601,0.103392227552831,0.0934624597430229,0.0784030724316835,0.0944031346589327,0.10273594968020901,0.07099748589098451,0.0970999766141176,0.104935960844159,0.0953226359561086,0.0936702964827418,0.100092174106976,0.093224142678082,0.0988382287323475,0.100262512918562
6965,0.0220082849264145,-0.0267254915088415,0.020742654800415,-0.00450040819123387,0.0501732341945171,-0.0025769614148885,-0.0327497348189354,-0.0250317323952913,-0.00478869443759322,-0.0466669723391533,-0.0066433809697628,-0.0214246939867735,-0.01887546479702,-0.0173902977257967,-0.0181535817682743,0.0144395064562559,-0.025134077295661,-0.017613735049963,0.00354962330311537,-0.00515353213995695,0.000404300692025572,-0.015445756725966901,0.00477071758359671,-0.00543478969484568,0.10145854391157601,0.111317209899426,0.0956913786940277,0.103997658938169,0.065716230077669,0.08730146288871769,0.0925116818398237,0.107957834843546,0.11176722496748001,0.10340004786849001,0.0934702698141336,0.0784179121255875,0.0944109465926886,0.102741423994303,0.0710529517382383,0.0971124786883593,0.10494533553719501,0.0953273279592395,0.09367888886481521,0.100103894772474,0.093238209374249,0.0988452574238181,0.100272669456899
